Parasite,Confidence,X,Y,W,H,Image
Fasciolopsis buski,1.0,1754,1179,232,137,00_09.jpeg
Fasciolopsis buski,1.0,1869,1060,162,218,06_09.jpeg
Fasciolopsis buski,1.0,2130,3433,210,135,13_14.jpeg
Fasciolopsis buski,1.0,1486,1686,379,218,15_17.jpeg
Fasciolopsis buski,1.0,920,2382,570,1080,16_04.jpeg
Fasciolopsis buski,1.0,1488,1550,179,304,17_29.jpeg
Fasciolopsis buski,1.0,3001,2324,390,239,04_00.jpeg
Fasciolopsis buski,1.0,3392,1884,185,143,02_07.jpeg
Fasciolopsis buski,1.0,1196,2602,314,232,11_28.jpeg
Fasciolopsis buski,1.0,2349,1232,315,171,11_01.jpeg
Fasciolopsis buski,1.0,2825,2602,298,409,05_21.jpeg
Fasciolopsis buski,1.0,692,2653,166,245,16_29.jpeg
Fasciolopsis buski,1.0,1692,2179,176,270,24_14.jpeg
Fasciolopsis buski,1.0,1602,3250,112,199,22_01.jpeg
Fasciolopsis buski,1.0,2448,1886,158,171,22_06.jpeg
Fasciolopsis buski,1.0,2118,3393,138,197,30_02.jpeg
Fasciolopsis buski,1.0,2874,1080,287,142,11_05.jpeg
Fasciolopsis buski,1.0,3412,3298,385,272,07_27.jpeg
Fasciolopsis buski,1.0,3050,1655,208,189,22_21.jpeg
Fasciolopsis buski,1.0,3284,2714,460,347,11_22.jpeg
Fasciolopsis buski,1.0,1127,2758,260,163,24_07.jpeg
Fasciolopsis buski,1.0,978,1351,299,170,05_05.jpeg
Fasciolopsis buski,1.0,1929,853,1242,600,03_15.jpeg
Fasciolopsis buski,1.0,954,2952,315,241,28_20.jpeg
Fasciolopsis buski,1.0,2483,1580,285,403,20_06.jpeg
Fasciolopsis buski,1.0,1079,1765,113,208,10_24.jpeg
Fasciolopsis buski,1.0,2167,1964,222,130,01_08.jpeg
Fasciolopsis buski,1.0,2909,2014,210,313,31_31.jpeg
Fasciolopsis buski,1.0,1667,878,248,169,27_01.jpeg
Fasciolopsis buski,1.0,2338,1483,264,287,12_10.jpeg
Fasciolopsis buski,1.0,1852,3112,177,283,27_17.jpeg
Fasciolopsis buski,1.0,3163,914,281,158,19_19.jpeg
Fasciolopsis buski,1.0,1488,2767,789,474,21_28.jpeg
Fasciolopsis buski,1.0,1564,1546,317,343,20_10.jpeg
Fasciolopsis buski,1.0,1687,1441,804,490,13_31.jpeg
Fasciolopsis buski,1.0,2907,1715,206,277,15_02.jpeg
Fasciolopsis buski,1.0,1887,3298,726,419,31_05.jpeg
Fasciolopsis buski,1.0,1695,1809,223,166,20_17.jpeg
Fasciolopsis buski,1.0,1367,2058,121,220,08_27.jpeg
Fasciolopsis buski,1.0,1907,2529,247,407,27_05.jpeg
Fasciolopsis buski,1.0,1723,1664,238,142,21_29.jpeg
Fasciolopsis buski,1.0,3388,2456,220,205,12_18.jpeg
Fasciolopsis buski,1.0,2884,910,214,198,26_03.jpeg
Fasciolopsis buski,1.0,1316,2500,207,383,15_20.jpeg
Fasciolopsis buski,1.0,3049,1024,392,481,01_18.jpeg
Fasciolopsis buski,1.0,1416,1511,166,273,31_18.jpeg
Fasciolopsis buski,1.0,1070,1998,174,303,30_20.jpeg
Fasciolopsis buski,1.0,2042,1675,302,159,13_28.jpeg
Fasciolopsis buski,1.0,2549,1163,268,136,20_27.jpeg
Fasciolopsis buski,1.0,1157,2768,412,241,16_23.jpeg
