Parasite,Confidence,X,Y,W,H,Image
Taenia spp,1.0,1673,2895,90,96,25_07.jpeg
Taenia spp,1.0,2157,897,179,182,00_30.jpeg
Taenia spp,1.0,1955,2185,82,100,06_28.jpeg
Taenia spp,1.0,1733,1897,60,66,28_16.jpeg
Taenia spp,1.0,1469,1107,287,274,02_11.jpeg
Taenia spp,1.0,2912,2222,67,69,11_24.jpeg
Taenia spp,1.0,1598,1098,68,64,13_05.jpeg
Taenia spp,1.0,569,2311,72,66,19_11.jpeg
Taenia spp,1.0,1338,1093,49,57,04_27.jpeg
Taenia spp,1.0,894,1805,198,194,23_25.jpeg
Taenia spp,1.0,1291,1921,87,96,12_15.jpeg
Taenia spp,1.0,2257,951,118,102,01_19.jpeg
Taenia spp,1.0,1796,3368,137,143,28_21.jpeg
Taenia spp,1.0,1689,2624,203,217,30_27.jpeg
Taenia spp,1.0,677,2401,168,150,11_27.jpeg
Taenia spp,1.0,2754,3331,99,87,18_05.jpeg
Taenia spp,1.0,629,957,47,49,19_09.jpeg
Taenia spp,1.0,3385,1873,66,63,18_16.jpeg
Taenia spp,1.0,1802,2576,60,57,31_21.jpeg
Taenia spp,1.0,3047,832,106,114,17_18.jpeg
Taenia spp,1.0,2898,1357,98,83,31_16.jpeg
Taenia spp,1.0,3553,1897,184,157,01_02.jpeg
Taenia spp,1.0,1379,3063,76,79,07_12.jpeg
Taenia spp,1.0,3209,2651,76,83,28_29.jpeg
Taenia spp,1.0,957,2535,90,89,20_26.jpeg
Taenia spp,1.0,2104,2830,149,149,29_29.jpeg
Taenia spp,1.0,3500,2554,49,56,13_03.jpeg
Taenia spp,1.0,2456,2344,112,98,13_19.jpeg
Taenia spp,1.0,1471,3212,75,84,15_28.jpeg
Taenia spp,1.0,2471,977,81,95,24_20.jpeg
Taenia spp,1.0,2859,2723,121,105,23_26.jpeg
Taenia spp,1.0,1444,2931,66,64,25_23.jpeg
Taenia spp,1.0,2806,947,123,119,04_16.jpeg
Taenia spp,1.0,1482,1319,130,134,30_15.jpeg
Taenia spp,1.0,2280,2125,296,264,22_27.jpeg
Taenia spp,1.0,1452,2747,57,52,11_09.jpeg
Taenia spp,1.0,1801,2197,112,91,01_27.jpeg
Taenia spp,1.0,2067,3135,238,258,00_25.jpeg
Taenia spp,1.0,3476,1123,144,139,29_08.jpeg
Taenia spp,1.0,1288,2986,75,65,19_14.jpeg
Taenia spp,1.0,1779,1803,91,96,29_07.jpeg
Taenia spp,1.0,2274,1534,78,89,18_09.jpeg
Taenia spp,1.0,2825,1636,113,114,30_05.jpeg
Taenia spp,1.0,3072,2537,79,69,02_27.jpeg
Taenia spp,1.0,3135,3185,105,112,22_00.jpeg
Taenia spp,1.0,1647,2157,73,74,13_29.jpeg
Taenia spp,1.0,2254,1789,211,232,31_15.jpeg
Taenia spp,1.0,2378,2145,72,63,09_17.jpeg
Taenia spp,1.0,1414,2921,69,72,02_17.jpeg
Taenia spp,1.0,1227,3129,62,68,02_30.jpeg
