Parasite,Confidence,X,Y,W,H,Image
Hookworm,1.0,2954,1336,122,83,23_10.jpeg
Hookworm,1.0,3373,2042,76,107,13_01.jpeg
Hookworm,1.0,1888,1514,119,119,23_12.jpeg
Hookworm,1.0,2429,2790,278,440,17_02.jpeg
Hookworm,1.0,1545,2863,127,126,00_21.jpeg
Hookworm,1.0,2548,1864,59,96,19_04.jpeg
Hookworm,1.0,2901,2638,79,82,27_00.jpeg
Hookworm,1.0,1174,3097,150,164,28_22.jpeg
Hookworm,1.0,2311,2165,74,82,18_09.jpeg
Hookworm,1.0,1034,1530,385,305,08_28.jpeg
Hookworm,1.0,1869,2527,115,141,19_14.jpeg
Hookworm,1.0,1376,1166,64,99,04_16.jpeg
Hookworm,1.0,1699,1645,146,142,29_26.jpeg
Hookworm,1.0,1694,2142,155,117,29_26.jpeg
Hookworm,1.0,2101,1009,114,80,15_29.jpeg
Hookworm,1.0,1436,787,72,89,31_30.jpeg
Hookworm,1.0,819,2848,75,126,07_03.jpeg
Hookworm,1.0,2484,1486,94,167,23_27.jpeg
Hookworm,1.0,783,1140,163,272,12_26.jpeg
Hookworm,1.0,3106,2178,248,381,29_11.jpeg
Hookworm,1.0,2780,1457,136,89,10_08.jpeg
Hookworm,1.0,850,3260,67,106,09_16.jpeg
Hookworm,1.0,2949,1603,165,226,23_28.jpeg
Hookworm,1.0,2612,2653,131,90,09_15.jpeg
Hookworm,1.0,2005,2970,192,137,09_20.jpeg
Hookworm,1.0,1006,857,114,102,28_02.jpeg
Hookworm,1.0,2632,1485,77,113,17_16.jpeg
Hookworm,1.0,2997,1200,94,101,02_16.jpeg
Hookworm,1.0,1917,781,104,87,06_19.jpeg
Hookworm,1.0,1885,2049,173,122,02_23.jpeg
Hookworm,1.0,909,2161,99,73,18_13.jpeg
Hookworm,1.0,2834,1614,185,136,24_07.jpeg
Hookworm,1.0,3183,1499,222,245,13_00.jpeg
Hookworm,1.0,584,725,100,60,16_13.jpeg
Hookworm,1.0,1369,2251,192,118,08_16.jpeg
Hookworm,1.0,513,3057,90,113,04_11.jpeg
Hookworm,1.0,1199,1831,380,308,10_04.jpeg
Hookworm,1.0,1287,2887,263,429,11_11.jpeg
Hookworm,1.0,1883,1063,180,121,23_11.jpeg
Hookworm,1.0,1921,2581,93,103,31_20.jpeg
Hookworm,1.0,717,2568,117,152,19_25.jpeg
Hookworm,1.0,1290,1950,285,265,05_05.jpeg
Hookworm,1.0,1203,2665,127,215,17_17.jpeg
Hookworm,1.0,2912,3014,343,248,11_16.jpeg
Hookworm,1.0,3225,2073,143,126,22_12.jpeg
Hookworm,1.0,2060,2686,101,69,29_22.jpeg
Hookworm,1.0,2206,2410,161,250,02_21.jpeg
Hookworm,1.0,1272,2167,113,90,31_23.jpeg
Hookworm,1.0,3081,954,116,94,10_17.jpeg
Hookworm,1.0,3206,1881,107,82,26_17.jpeg
Hookworm,1.0,2684,1667,139,167,18_22.jpeg
