Parasite,Confidence,X,Y,W,H,Image
Fasciolopsis buski,1.0,2087,3350,148,100,8_2.jpeg
Fasciolopsis buski,1.0,1972,1595,235,144,6_20.jpeg
Fasciolopsis buski,1.0,2443,1853,259,155,11_14.jpeg
Fasciolopsis buski,1.0,1647,2230,237,130,7_16.jpeg
Fasciolopsis buski,1.0,2285,2880,172,157,30_16.jpeg
Fasciolopsis buski,1.0,2628,2132,347,600,5_25.jpeg
Fasciolopsis buski,1.0,3371,2408,275,152,16_3.jpeg
Fasciolopsis buski,1.0,1349,1177,832,447,12_20.jpeg
Fasciolopsis buski,1.0,1522,1561,457,689,4_13.jpeg
Fasciolopsis buski,1.0,2760,960,538,664,4_4.jpeg
Fasciolopsis buski,1.0,2792,1915,225,244,13_10.jpeg
Fasciolopsis buski,1.0,1091,450,294,524,19_29.jpeg
Fasciolopsis buski,1.0,1683,2653,322,222,29_14.jpeg
Fasciolopsis buski,1.0,3298,2500,524,398,30_30.jpeg
Fasciolopsis buski,1.0,2541,2010,322,522,2_21.jpeg
Fasciolopsis buski,1.0,1371,1813,459,593,30_4.jpeg
Fasciolopsis buski,1.0,2408,941,204,359,19_22.jpeg
Fasciolopsis buski,1.0,1489,1897,439,726,4_6.jpeg
Fasciolopsis buski,1.0,1445,967,514,247,20_5.jpeg
Fasciolopsis buski,1.0,1875,2720,433,214,25_22.jpeg
Fasciolopsis buski,1.0,1077,2105,430,604,13_9.jpeg
Fasciolopsis buski,1.0,1138,1794,624,416,12_17.jpeg
Fasciolopsis buski,1.0,2259,3127,669,504,10_22.jpeg
Fasciolopsis buski,1.0,2169,3142,168,208,26_3.jpeg
Fasciolopsis buski,1.0,2907,2329,111,194,1_9.jpeg
Fasciolopsis buski,1.0,821,1559,280,313,14_15.jpeg
Fasciolopsis buski,1.0,1110,694,558,436,26_16.jpeg
Fasciolopsis buski,1.0,3283,915,103,157,22_19.jpeg
Fasciolopsis buski,1.0,1596,2862,351,526,1_28.jpeg
Fasciolopsis buski,1.0,2554,2804,508,685,29_15.jpeg
Fasciolopsis buski,1.0,2297,1978,136,229,18_17.jpeg
Fasciolopsis buski,1.0,3415,3103,129,200,4_30.jpeg
Fasciolopsis buski,1.0,1976,1196,178,260,13_12.jpeg
Fasciolopsis buski,1.0,2246,2278,167,253,10_23.jpeg
Fasciolopsis buski,1.0,689,2411,219,141,4_9.jpeg
Fasciolopsis buski,1.0,2480,2754,353,186,9_15.jpeg
Fasciolopsis buski,1.0,2084,2090,267,132,6_25.jpeg
Fasciolopsis buski,1.0,1947,1478,295,165,29_16.jpeg
Fasciolopsis buski,1.0,2118,2712,221,251,25_18.jpeg
Fasciolopsis buski,1.0,3214,1055,692,523,24_20.jpeg
Fasciolopsis buski,1.0,3131,1240,605,340,20_6.jpeg
Fasciolopsis buski,1.0,2030,1820,312,382,3_15.jpeg
Fasciolopsis buski,1.0,1633,2442,188,340,22_0.jpeg
Fasciolopsis buski,1.0,3195,873,140,217,29_20.jpeg
Fasciolopsis buski,1.0,1168,2757,264,408,2_14.jpeg
Fasciolopsis buski,1.0,1995,1046,695,537,10_17.jpeg
Fasciolopsis buski,1.0,486,1117,747,948,2_24.jpeg
Fasciolopsis buski,1.0,1527,1660,620,486,2_26.jpeg
Fasciolopsis buski,1.0,3181,2655,203,190,26_14.jpeg
