Parasite,Confidence,X,Y,W,H,Image
Taenia spp,1.0,1191,1958,77,76,26_23.jpeg
Taenia spp,1.0,2544,1412,81,93,6_17.jpeg
Taenia spp,1.0,2296,2015,317,277,26_29.jpeg
Taenia spp,1.0,1932,1004,74,78,24_9.jpeg
Taenia spp,1.0,2084,982,93,95,8_4.jpeg
Taenia spp,1.0,1178,2493,239,252,27_24.jpeg
Taenia spp,1.0,918,614,112,107,10_17.jpeg
Taenia spp,1.0,889,1382,230,239,24_28.jpeg
Taenia spp,1.0,976,1044,75,67,21_13.jpeg
Taenia spp,1.0,2459,970,66,58,20_4.jpeg
Taenia spp,1.0,1197,918,129,127,29_18.jpeg
Taenia spp,1.0,2973,905,132,124,23_17.jpeg
Taenia spp,1.0,3355,2431,96,83,15_8.jpeg
Taenia spp,1.0,2305,2270,86,86,2_0.jpeg
Taenia spp,1.0,3158,540,193,163,23_11.jpeg
Taenia spp,1.0,2520,1521,92,89,31_21.jpeg
Taenia spp,1.0,1540,2459,174,148,23_18.jpeg
Taenia spp,1.0,1813,1399,82,88,14_15.jpeg
Taenia spp,1.0,3239,2280,301,269,20_24.jpeg
Taenia spp,1.0,1441,1227,52,46,13_18.jpeg
Taenia spp,1.0,2846,640,151,160,7_6.jpeg
Taenia spp,1.0,2928,2823,143,151,25_27.jpeg
Taenia spp,1.0,1978,2392,98,86,17_9.jpeg
Taenia spp,1.0,1207,2307,131,124,18_11.jpeg
Taenia spp,1.0,1638,2455,123,110,25_25.jpeg
Taenia spp,1.0,1386,721,175,189,6_15.jpeg
Taenia spp,1.0,1547,2394,75,64,30_15.jpeg
Taenia spp,1.0,1848,1453,318,346,27_10.jpeg
Taenia spp,1.0,2377,2892,276,296,24_14.jpeg
Taenia spp,1.0,3301,3428,73,71,28_6.jpeg
Taenia spp,1.0,3131,2586,96,105,31_19.jpeg
Taenia spp,1.0,2587,2150,99,105,15_14.jpeg
Taenia spp,1.0,2507,1900,296,271,16_28.jpeg
Taenia spp,1.0,958,1486,82,89,11_15.jpeg
Taenia spp,1.0,2510,1669,67,75,15_12.jpeg
Taenia spp,1.0,1039,1132,110,117,4_27.jpeg
Taenia spp,1.0,2427,2789,97,86,28_13.jpeg
Taenia spp,1.0,1724,1912,122,141,23_9.jpeg
Taenia spp,1.0,2806,2461,85,81,27_29.jpeg
Taenia spp,1.0,1432,2388,213,180,6_1.jpeg
Taenia spp,1.0,2403,1338,68,70,14_28.jpeg
Taenia spp,1.0,1335,1691,120,133,21_6.jpeg
Taenia spp,1.0,3000,2862,78,73,4_21.jpeg
Taenia spp,1.0,3053,2883,70,60,23_1.jpeg
Taenia spp,1.0,1822,2181,70,69,10_6.jpeg
Taenia spp,1.0,1546,2170,203,198,27_16.jpeg
Taenia spp,1.0,977,1698,95,84,30_25.jpeg
Taenia spp,1.0,3197,2995,100,107,16_27.jpeg
Taenia spp,1.0,1473,1384,78,77,20_3.jpeg
Taenia spp,1.0,1662,832,51,50,26_15.jpeg
