Parasite,Confidence,X,Y,W,H,Image
Hookworm,1.0,2157,724,269,303,7_26.jpeg
Hookworm,1.0,3170,908,131,99,27_4.jpeg
Hookworm,1.0,1266,1001,163,128,19_11.jpeg
Hookworm,1.0,3339,2398,83,113,4_7.jpeg
Hookworm,1.0,2025,2974,102,68,15_25.jpeg
Hookworm,1.0,2104,3461,272,210,17_14.jpeg
Hookworm,1.0,2517,1716,182,300,19_25.jpeg
Hookworm,1.0,2646,2724,136,153,16_1.jpeg
Hookworm,1.0,3036,1969,99,131,28_12.jpeg
Hookworm,1.0,262,1747,257,326,22_18.jpeg
Hookworm,1.0,2973,1915,121,111,0_13.jpeg
Hookworm,1.0,2992,3088,355,405,19_14.jpeg
Hookworm,1.0,1728,2545,226,262,27_9.jpeg
Hookworm,1.0,3016,981,132,162,2_0.jpeg
Hookworm,1.0,2697,1637,192,157,23_27.jpeg
Hookworm,1.0,1959,1561,141,105,31_26.jpeg
Hookworm,1.0,2262,907,133,84,12_4.jpeg
Hookworm,1.0,1749,746,119,95,24_18.jpeg
Hookworm,1.0,2213,1474,153,178,20_31.jpeg
Hookworm,1.0,908,2872,249,353,14_13.jpeg
Hookworm,1.0,1708,1051,105,166,28_27.jpeg
Hookworm,1.0,2638,1203,126,80,22_0.jpeg
Hookworm,1.0,2625,3265,139,106,4_24.jpeg
Hookworm,1.0,3004,979,80,133,28_9.jpeg
Hookworm,1.0,2562,949,177,119,3_6.jpeg
Hookworm,1.0,791,1109,119,134,1_22.jpeg
Hookworm,1.0,635,1676,59,88,10_31.jpeg
Hookworm,1.0,1618,1489,146,112,5_14.jpeg
Hookworm,1.0,2518,3177,241,172,12_25.jpeg
Hookworm,1.0,1402,1252,170,125,20_9.jpeg
Hookworm,1.0,2485,2458,123,77,16_13.jpeg
Hookworm,1.0,1624,1545,104,176,26_17.jpeg
Hookworm,1.0,2911,1532,296,391,1_1.jpeg
Hookworm,1.0,1163,1446,119,88,12_27.jpeg
Hookworm,1.0,2579,2541,276,357,8_11.jpeg
Hookworm,1.0,3266,1368,118,162,16_0.jpeg
Hookworm,1.0,1126,1824,159,216,5_16.jpeg
Hookworm,1.0,2470,2186,122,112,20_5.jpeg
Hookworm,1.0,2582,2159,87,133,7_21.jpeg
Hookworm,1.0,1700,2987,353,349,12_22.jpeg
Hookworm,1.0,3149,1832,142,144,25_20.jpeg
Hookworm,1.0,2192,3081,125,90,21_12.jpeg
Hookworm,1.0,3258,1217,108,66,18_14.jpeg
Hookworm,1.0,2411,1200,147,215,28_3.jpeg
Hookworm,1.0,1393,3131,208,307,14_20.jpeg
Hookworm,1.0,537,3170,99,88,20_27.jpeg
Hookworm,1.0,1640,2153,165,162,17_18.jpeg
Hookworm,1.0,1051,1956,149,132,22_21.jpeg
Hookworm,1.0,1562,1033,87,94,3_4.jpeg
Hookworm,1.0,1861,1689,241,366,21_5.jpeg
