Parasite,Confidence,X,Y,W,H,Image
Taenia spp,1.0,1054,2598,59,64,26_17.jpeg
Taenia spp,1.0,1008,3160,62,65,17_2.jpeg
Taenia spp,1.0,2170,1138,89,72,1_25.jpeg
Taenia spp,1.0,2139,1805,274,239,15_1.jpeg
Taenia spp,1.0,787,1638,186,182,4_3.jpeg
Taenia spp,1.0,1646,2554,58,51,14_6.jpeg
Taenia spp,1.0,1667,1513,82,84,27_22.jpeg
Taenia spp,1.0,2572,1191,105,95,12_27.jpeg
Taenia spp,1.0,801,1949,84,77,15_19.jpeg
Taenia spp,1.0,3155,2332,96,96,8_2.jpeg
Taenia spp,1.0,3275,1679,84,98,0_8.jpeg
Taenia spp,1.0,1313,2651,93,99,29_20.jpeg
Taenia spp,1.0,1363,941,87,100,10_19.jpeg
Taenia spp,1.0,2419,1893,60,54,3_19.jpeg
Taenia spp,1.0,1705,1248,101,87,6_0.jpeg
Taenia spp,1.0,3132,2709,105,92,19_11.jpeg
Taenia spp,1.0,1317,1321,91,89,17_8.jpeg
Taenia spp,1.0,1077,1079,80,80,26_15.jpeg
Taenia spp,1.0,3110,3425,66,75,12_3.jpeg
Taenia spp,1.0,3348,2833,74,69,20_11.jpeg
Taenia spp,1.0,824,2146,181,187,13_13.jpeg
Taenia spp,1.0,971,2736,79,87,18_29.jpeg
Taenia spp,1.0,3399,2717,54,56,14_30.jpeg
Taenia spp,1.0,1730,2410,115,107,20_10.jpeg
Taenia spp,1.0,1474,2075,62,58,26_5.jpeg
Taenia spp,1.0,915,3144,153,170,9_14.jpeg
Taenia spp,1.0,1362,3544,92,93,23_0.jpeg
Taenia spp,1.0,1278,1112,95,95,16_2.jpeg
Taenia spp,1.0,1539,1803,233,250,18_3.jpeg
Taenia spp,1.0,1814,3005,73,74,2_10.jpeg
Taenia spp,1.0,885,3103,58,49,14_31.jpeg
Taenia spp,1.0,1386,2307,68,68,20_18.jpeg
Taenia spp,1.0,1778,646,89,93,14_4.jpeg
Taenia spp,1.0,2436,910,65,60,24_13.jpeg
Taenia spp,1.0,1455,2094,77,74,2_6.jpeg
Taenia spp,1.0,2106,2195,79,88,9_15.jpeg
Taenia spp,1.0,2722,3568,110,97,30_21.jpeg
Taenia spp,1.0,2090,2834,116,101,0_27.jpeg
Taenia spp,1.0,3171,3340,73,75,5_15.jpeg
Taenia spp,1.0,2022,1047,254,225,10_28.jpeg
Taenia spp,1.0,2507,1733,58,65,19_20.jpeg
Taenia spp,1.0,1273,660,153,154,1_0.jpeg
Taenia spp,1.0,1796,1904,80,78,28_0.jpeg
Taenia spp,1.0,2874,2834,63,64,1_15.jpeg
Taenia spp,1.0,1612,2519,63,58,3_21.jpeg
Taenia spp,1.0,1368,2172,93,89,27_4.jpeg
Taenia spp,1.0,1791,2484,209,224,3_4.jpeg
Taenia spp,1.0,3000,3075,155,163,4_17.jpeg
Taenia spp,1.0,1176,2908,118,124,11_17.jpeg
Taenia spp,1.0,2780,3061,174,175,18_21.jpeg
