Parasite,Confidence,X,Y,W,H,Image
Fasciolopsis buski,1.0,1192,2799,390,258,19_29.jpeg
Fasciolopsis buski,1.0,2940,2965,189,311,11_12.jpeg
Fasciolopsis buski,1.0,1098,3410,208,305,24_2.jpeg
Fasciolopsis buski,1.0,2896,1046,610,371,12_12.jpeg
Fasciolopsis buski,1.0,3100,1114,325,157,0_17.jpeg
Fasciolopsis buski,1.0,2705,2112,235,150,31_8.jpeg
Fasciolopsis buski,1.0,1691,1890,254,237,18_10.jpeg
Fasciolopsis buski,1.0,2538,1508,372,578,21_14.jpeg
Fasciolopsis buski,1.0,2100,665,217,360,24_21.jpeg
Fasciolopsis buski,1.0,3249,2431,577,1000,31_17.jpeg
Fasciolopsis buski,1.0,2857,3355,784,416,9_18.jpeg
Fasciolopsis buski,1.0,2714,1945,195,115,12_23.jpeg
Fasciolopsis buski,1.0,2233,2007,255,150,17_18.jpeg
Fasciolopsis buski,1.0,2531,2714,292,152,5_9.jpeg
Fasciolopsis buski,1.0,1054,1815,542,749,15_20.jpeg
Fasciolopsis buski,1.0,1800,1736,269,511,18_30.jpeg
Fasciolopsis buski,1.0,2353,3436,93,183,24_3.jpeg
Fasciolopsis buski,1.0,1900,2900,181,187,1_11.jpeg
Fasciolopsis buski,1.0,1856,2374,261,316,25_31.jpeg
Fasciolopsis buski,1.0,2632,1589,231,263,21_8.jpeg
Fasciolopsis buski,1.0,1438,2876,240,163,9_6.jpeg
Fasciolopsis buski,1.0,1589,2082,192,280,7_2.jpeg
Fasciolopsis buski,1.0,2458,1810,146,278,3_31.jpeg
Fasciolopsis buski,1.0,1051,2494,562,616,3_28.jpeg
Fasciolopsis buski,1.0,2858,2138,760,942,1_6.jpeg
Fasciolopsis buski,1.0,1574,3195,405,249,6_25.jpeg
Fasciolopsis buski,1.0,2549,2236,155,236,1_28.jpeg
Fasciolopsis buski,1.0,2911,1645,391,611,3_9.jpeg
Fasciolopsis buski,1.0,1004,1789,232,193,8_18.jpeg
Fasciolopsis buski,1.0,3171,1758,384,447,15_2.jpeg
Fasciolopsis buski,1.0,1296,1916,284,164,19_4.jpeg
Fasciolopsis buski,1.0,392,2888,706,970,23_7.jpeg
Fasciolopsis buski,1.0,1487,3500,240,124,22_24.jpeg
Fasciolopsis buski,1.0,2252,1821,184,313,16_3.jpeg
Fasciolopsis buski,1.0,1319,2541,314,223,11_22.jpeg
Fasciolopsis buski,1.0,945,1535,233,287,25_21.jpeg
Fasciolopsis buski,1.0,3503,1417,535,386,26_20.jpeg
Fasciolopsis buski,1.0,1415,2452,438,327,7_17.jpeg
Fasciolopsis buski,1.0,2782,2020,186,111,28_16.jpeg
Fasciolopsis buski,1.0,1387,1706,126,172,3_0.jpeg
Fasciolopsis buski,1.0,1112,1570,876,567,30_2.jpeg
Fasciolopsis buski,1.0,1646,1463,523,830,31_12.jpeg
Fasciolopsis buski,1.0,1240,1755,196,307,12_13.jpeg
Fasciolopsis buski,1.0,1998,3038,196,229,8_16.jpeg
Fasciolopsis buski,1.0,1227,787,302,160,3_8.jpeg
Fasciolopsis buski,1.0,3213,1267,176,299,18_7.jpeg
Fasciolopsis buski,1.0,1457,1828,175,258,25_29.jpeg
Fasciolopsis buski,1.0,1386,1447,243,322,7_29.jpeg
Fasciolopsis buski,1.0,3186,2378,506,485,21_25.jpeg
Fasciolopsis buski,1.0,1756,1899,524,351,24_29.jpeg
