Parasite,Confidence,X,Y,W,H,Image
Fasciolopsis buski,1.0,1886,2427,336,186,31_3.jpeg
Fasciolopsis buski,1.0,2063,2813,282,249,2_28.jpeg
Fasciolopsis buski,1.0,2466,2659,933,435,19_31.jpeg
Fasciolopsis buski,1.0,3168,1826,213,203,21_3.jpeg
Fasciolopsis buski,1.0,1476,2233,272,227,6_18.jpeg
Fasciolopsis buski,1.0,2297,1792,576,313,1_18.jpeg
Fasciolopsis buski,1.0,1939,1400,149,284,15_13.jpeg
Fasciolopsis buski,1.0,2390,2207,363,183,20_23.jpeg
Fasciolopsis buski,1.0,1311,1633,248,125,28_8.jpeg
Fasciolopsis buski,1.0,1399,2231,280,161,19_2.jpeg
Fasciolopsis buski,1.0,2102,3025,131,191,0_31.jpeg
Fasciolopsis buski,1.0,342,1408,580,345,16_23.jpeg
Fasciolopsis buski,1.0,1249,2016,340,541,4_21.jpeg
Fasciolopsis buski,1.0,3058,1310,336,177,10_31.jpeg
Fasciolopsis buski,1.0,2033,1806,226,225,6_31.jpeg
Fasciolopsis buski,1.0,2600,2646,315,167,23_15.jpeg
Fasciolopsis buski,1.0,2791,1789,531,280,7_22.jpeg
Fasciolopsis buski,1.0,1452,2196,299,230,30_2.jpeg
Fasciolopsis buski,1.0,1383,2560,687,633,9_29.jpeg
Fasciolopsis buski,1.0,2946,2556,162,214,6_16.jpeg
Fasciolopsis buski,1.0,1880,1463,757,1057,18_16.jpeg
Fasciolopsis buski,1.0,974,1351,308,219,4_25.jpeg
Fasciolopsis buski,1.0,432,785,255,461,25_13.jpeg
Fasciolopsis buski,1.0,1263,1131,380,224,26_2.jpeg
Fasciolopsis buski,1.0,2906,2080,230,144,22_24.jpeg
Fasciolopsis buski,1.0,1909,1176,358,665,18_8.jpeg
Fasciolopsis buski,1.0,2828,3025,352,188,9_24.jpeg
Fasciolopsis buski,1.0,1110,430,222,175,26_11.jpeg
Fasciolopsis buski,1.0,881,3169,864,948,4_28.jpeg
Fasciolopsis buski,1.0,1280,2957,224,127,31_28.jpeg
Fasciolopsis buski,1.0,589,1512,173,238,30_9.jpeg
Fasciolopsis buski,1.0,827,2106,286,259,21_4.jpeg
Fasciolopsis buski,1.0,1224,1403,139,136,8_13.jpeg
Fasciolopsis buski,1.0,2099,1067,290,216,10_17.jpeg
Fasciolopsis buski,1.0,1146,874,161,290,23_1.jpeg
Fasciolopsis buski,1.0,2230,951,283,204,20_25.jpeg
Fasciolopsis buski,1.0,2505,2033,201,242,18_9.jpeg
Fasciolopsis buski,1.0,1728,2539,250,134,10_6.jpeg
Fasciolopsis buski,1.0,861,3320,141,220,8_14.jpeg
Fasciolopsis buski,1.0,2051,2481,372,239,5_10.jpeg
Fasciolopsis buski,1.0,2432,2614,461,613,12_13.jpeg
Fasciolopsis buski,1.0,3283,2813,209,308,15_20.jpeg
Fasciolopsis buski,1.0,1837,2655,251,129,22_17.jpeg
Fasciolopsis buski,1.0,2418,1545,251,168,19_20.jpeg
Fasciolopsis buski,1.0,1129,2088,287,163,8_17.jpeg
Fasciolopsis buski,1.0,2638,1754,132,220,17_11.jpeg
Fasciolopsis buski,1.0,2381,2932,536,767,8_8.jpeg
Fasciolopsis buski,1.0,1587,2025,278,239,18_10.jpeg
Fasciolopsis buski,1.0,1064,1962,161,297,17_14.jpeg
Fasciolopsis buski,1.0,2803,2277,208,339,21_23.jpeg
