Parasite,Confidence,X,Y,W,H,Image
Hymenolepis diminuta,1.0,1779,1396,99,100,17_29.jpeg
Hymenolepis diminuta,1.0,1940,2462,101,109,19_19.jpeg
Hymenolepis diminuta,1.0,1124,1810,281,300,27_27.jpeg
Hymenolepis diminuta,1.0,3001,3112,214,214,18_26.jpeg
Hymenolepis diminuta,1.0,811,2616,135,133,5_10.jpeg
Hymenolepis diminuta,1.0,2770,1196,120,117,20_15.jpeg
Hymenolepis diminuta,1.0,1791,3024,182,176,29_17.jpeg
Hymenolepis diminuta,1.0,1772,1479,321,295,16_8.jpeg
Hymenolepis diminuta,1.0,1209,2287,192,193,29_2.jpeg
Hymenolepis diminuta,1.0,1459,1387,134,135,19_28.jpeg
Hymenolepis diminuta,1.0,2659,2496,146,150,22_11.jpeg
Hymenolepis diminuta,1.0,2631,2413,405,389,7_8.jpeg
Hymenolepis diminuta,1.0,1933,2353,126,127,31_11.jpeg
Hymenolepis diminuta,1.0,2384,1666,256,255,3_22.jpeg
Hymenolepis diminuta,1.0,2429,2059,119,116,31_21.jpeg
Hymenolepis diminuta,1.0,2196,2991,114,121,4_27.jpeg
Hymenolepis diminuta,1.0,2570,3087,203,200,17_0.jpeg
Hymenolepis diminuta,1.0,2106,1308,101,101,1_18.jpeg
Hymenolepis diminuta,1.0,1863,3099,161,155,3_16.jpeg
Hymenolepis diminuta,1.0,3098,3018,243,224,23_9.jpeg
Hymenolepis diminuta,1.0,1126,1246,181,185,11_25.jpeg
Hymenolepis diminuta,1.0,942,1886,184,175,10_14.jpeg
Hymenolepis diminuta,1.0,2863,2528,155,156,31_10.jpeg
Hymenolepis diminuta,1.0,1568,2522,217,232,31_19.jpeg
Hymenolepis diminuta,1.0,2562,3238,317,325,30_20.jpeg
Hymenolepis diminuta,1.0,919,2766,159,156,22_21.jpeg
Hymenolepis diminuta,1.0,3015,2086,102,105,2_7.jpeg
Hymenolepis diminuta,1.0,2843,2584,264,268,29_18.jpeg
Hymenolepis diminuta,1.0,2515,2606,158,161,23_22.jpeg
Hymenolepis diminuta,1.0,1110,2126,425,413,8_26.jpeg
Hymenolepis diminuta,1.0,1002,1927,169,177,17_16.jpeg
Hymenolepis diminuta,1.0,2125,2650,88,88,19_5.jpeg
Hymenolepis diminuta,1.0,2017,2463,293,293,20_13.jpeg
Hymenolepis diminuta,1.0,2072,1954,237,235,17_18.jpeg
Hymenolepis diminuta,1.0,1708,1640,170,166,6_21.jpeg
Hymenolepis diminuta,1.0,900,3369,147,146,26_26.jpeg
Hymenolepis diminuta,1.0,1023,2261,288,273,22_31.jpeg
Hymenolepis diminuta,1.0,2811,2568,155,148,18_31.jpeg
Hymenolepis diminuta,1.0,1358,1682,160,159,29_10.jpeg
Hymenolepis diminuta,1.0,2953,2372,190,193,7_20.jpeg
Hymenolepis diminuta,1.0,2559,1395,112,113,14_27.jpeg
Hymenolepis diminuta,1.0,2379,1250,118,117,8_13.jpeg
Hymenolepis diminuta,1.0,976,2708,152,159,19_20.jpeg
Hymenolepis diminuta,1.0,3235,3065,120,118,18_17.jpeg
Hymenolepis diminuta,1.0,2054,2958,137,125,21_5.jpeg
Hymenolepis diminuta,1.0,3201,3352,151,145,27_29.jpeg
Hymenolepis diminuta,1.0,574,2030,121,116,18_28.jpeg
Hymenolepis diminuta,1.0,914,804,402,378,7_1.jpeg
Hymenolepis diminuta,1.0,2943,1005,121,124,14_17.jpeg
Hymenolepis diminuta,1.0,2889,2268,356,358,22_5.jpeg
