Parasite,Confidence,X,Y,W,H,Image
Ascaris lumbricoides,1.0,2319,1312,180,193,22_24.jpeg
Ascaris lumbricoides,1.0,1517,925,143,127,13_17.jpeg
Ascaris lumbricoides,1.0,1040,2139,183,204,30_11.jpeg
Ascaris lumbricoides,1.0,1222,2406,304,396,11_1.jpeg
Ascaris lumbricoides,1.0,2484,1678,231,188,9_12.jpeg
Ascaris lumbricoides,1.0,1349,1825,132,163,26_20.jpeg
Ascaris lumbricoides,1.0,2120,2247,324,346,6_5.jpeg
Ascaris lumbricoides,1.0,2455,2501,118,79,29_31.jpeg
Ascaris lumbricoides,1.0,2546,1505,297,325,10_30.jpeg
Ascaris lumbricoides,1.0,1492,2584,142,155,4_3.jpeg
Ascaris lumbricoides,1.0,2336,895,113,101,22_15.jpeg
Ascaris lumbricoides,1.0,794,2013,100,104,26_29.jpeg
Ascaris lumbricoides,1.0,2730,2571,108,110,25_29.jpeg
Ascaris lumbricoides,1.0,2829,2866,112,103,25_29.jpeg
Ascaris lumbricoides,1.0,1667,2630,171,144,27_25.jpeg
Ascaris lumbricoides,1.0,2842,1332,164,132,18_4.jpeg
Ascaris lumbricoides,1.0,2253,2910,92,111,14_20.jpeg
Ascaris lumbricoides,1.0,1278,3234,131,104,31_15.jpeg
Ascaris lumbricoides,1.0,2447,1752,122,93,0_16.jpeg
Ascaris lumbricoides,1.0,2466,2693,125,166,23_10.jpeg
Ascaris lumbricoides,1.0,2101,3108,123,122,25_12.jpeg
Ascaris lumbricoides,1.0,1524,2567,126,114,1_7.jpeg
Ascaris lumbricoides,1.0,1171,1354,121,103,30_6.jpeg
Ascaris lumbricoides,1.0,2226,2306,127,175,25_21.jpeg
Ascaris lumbricoides,1.0,1346,1291,482,468,0_7.jpeg
Ascaris lumbricoides,1.0,1679,1452,145,173,15_3.jpeg
Ascaris lumbricoides,1.0,2360,1811,342,288,18_15.jpeg
Ascaris lumbricoides,1.0,2915,3365,96,103,31_9.jpeg
Ascaris lumbricoides,1.0,1763,1984,87,82,4_4.jpeg
Ascaris lumbricoides,1.0,1688,2250,146,146,28_5.jpeg
Ascaris lumbricoides,1.0,3286,3250,83,79,29_10.jpeg
Ascaris lumbricoides,1.0,2647,3299,85,120,5_30.jpeg
Ascaris lumbricoides,1.0,2958,2023,484,379,24_14.jpeg
Ascaris lumbricoides,1.0,3544,2848,85,90,16_9.jpeg
Ascaris lumbricoides,1.0,2534,2474,383,486,18_27.jpeg
Ascaris lumbricoides,1.0,2049,896,110,93,15_22.jpeg
Ascaris lumbricoides,1.0,2544,1707,357,379,5_3.jpeg
Ascaris lumbricoides,1.0,1175,2694,183,146,30_9.jpeg
Ascaris lumbricoides,1.0,2645,1340,288,309,31_20.jpeg
Ascaris lumbricoides,1.0,1397,1496,133,231,11_30.jpeg
Ascaris lumbricoides,1.0,1078,3492,84,69,8_11.jpeg
Ascaris lumbricoides,1.0,1103,3122,139,152,24_25.jpeg
Ascaris lumbricoides,1.0,634,2893,297,344,11_28.jpeg
Ascaris lumbricoides,1.0,768,2496,99,122,22_2.jpeg
Ascaris lumbricoides,1.0,961,1300,109,88,9_2.jpeg
Ascaris lumbricoides,1.0,2445,2864,65,121,29_26.jpeg
Ascaris lumbricoides,1.0,1922,2438,181,133,5_18.jpeg
Ascaris lumbricoides,1.0,2637,3601,158,125,19_5.jpeg
Ascaris lumbricoides,1.0,2581,3197,119,106,30_28.jpeg
Ascaris lumbricoides,1.0,2677,3295,105,127,30_28.jpeg
Ascaris lumbricoides,1.0,1347,985,306,254,25_19.jpeg
Ascaris lumbricoides,1.0,3065,2390,197,310,21_11.jpeg
