Parasite,Confidence,X,Y,W,H,Image
Hymenolepis diminuta,1.0,2496,1281,176,177,05_05.jpeg
Hymenolepis diminuta,1.0,2858,2491,186,188,21_07.jpeg
Hymenolepis diminuta,1.0,2843,2574,358,328,02_29.jpeg
Hymenolepis diminuta,1.0,2755,1061,248,254,10_21.jpeg
Hymenolepis diminuta,1.0,2578,1663,114,116,09_17.jpeg
Hymenolepis diminuta,1.0,2259,3273,359,359,18_19.jpeg
Hymenolepis diminuta,1.0,3030,2625,170,158,20_24.jpeg
Hymenolepis diminuta,1.0,1080,1214,125,123,01_18.jpeg
Hymenolepis diminuta,1.0,2414,2514,167,160,28_14.jpeg
Hymenolepis diminuta,1.0,1808,3107,211,215,09_30.jpeg
Hymenolepis diminuta,1.0,1515,1571,105,100,27_17.jpeg
Hymenolepis diminuta,1.0,1199,3112,362,344,09_25.jpeg
Hymenolepis diminuta,1.0,2119,1652,111,112,14_30.jpeg
Hymenolepis diminuta,1.0,2615,2688,350,349,19_24.jpeg
Hymenolepis diminuta,1.0,720,2811,130,148,24_15.jpeg
Hymenolepis diminuta,1.0,2031,1884,154,156,14_24.jpeg
Hymenolepis diminuta,1.0,2172,2270,195,196,20_07.jpeg
Hymenolepis diminuta,1.0,1121,1712,492,501,30_28.jpeg
Hymenolepis diminuta,1.0,1916,1741,208,200,30_21.jpeg
Hymenolepis diminuta,1.0,2117,1636,422,414,15_09.jpeg
Hymenolepis diminuta,1.0,2118,2166,172,178,02_17.jpeg
Hymenolepis diminuta,1.0,1281,977,257,247,26_24.jpeg
Hymenolepis diminuta,1.0,1541,1187,188,188,18_29.jpeg
Hymenolepis diminuta,1.0,2685,1876,124,119,13_14.jpeg
Hymenolepis diminuta,1.0,3090,2559,208,207,01_23.jpeg
Hymenolepis diminuta,1.0,1568,1856,164,163,14_15.jpeg
Hymenolepis diminuta,1.0,2381,2348,378,375,25_30.jpeg
Hymenolepis diminuta,1.0,1681,2829,144,136,17_17.jpeg
Hymenolepis diminuta,1.0,3211,1537,124,123,03_20.jpeg
Hymenolepis diminuta,1.0,1684,2532,378,427,18_15.jpeg
Hymenolepis diminuta,1.0,1795,1072,461,437,13_24.jpeg
Hymenolepis diminuta,1.0,3255,1747,123,123,02_11.jpeg
Hymenolepis diminuta,1.0,1300,2510,90,89,12_16.jpeg
Hymenolepis diminuta,1.0,1802,876,176,161,20_21.jpeg
Hymenolepis diminuta,1.0,1463,668,207,201,15_02.jpeg
Hymenolepis diminuta,1.0,2347,1593,131,128,00_24.jpeg
Hymenolepis diminuta,1.0,1355,2113,380,364,18_26.jpeg
Hymenolepis diminuta,1.0,2232,2255,287,297,09_19.jpeg
Hymenolepis diminuta,1.0,2696,2127,180,181,16_26.jpeg
Hymenolepis diminuta,1.0,2792,656,87,84,05_17.jpeg
Hymenolepis diminuta,1.0,1019,1869,476,476,06_09.jpeg
Hymenolepis diminuta,1.0,1135,1285,378,364,17_29.jpeg
Hymenolepis diminuta,1.0,1292,2850,153,149,16_19.jpeg
Hymenolepis diminuta,1.0,1521,1585,172,170,22_12.jpeg
Hymenolepis diminuta,1.0,1234,2947,99,97,11_21.jpeg
Hymenolepis diminuta,1.0,2184,1189,177,182,00_30.jpeg
Hymenolepis diminuta,1.0,2116,1020,123,127,16_27.jpeg
Hymenolepis diminuta,1.0,2846,1048,131,138,18_17.jpeg
Hymenolepis diminuta,1.0,1992,3416,262,266,03_24.jpeg
Hymenolepis diminuta,1.0,2006,2326,179,179,13_01.jpeg
