Parasite,Confidence,X,Y,W,H,Image
Hymenolepis nana,1.0,1886,2718,66,83,15_13.jpeg
Hymenolepis nana,1.0,1534,2609,141,165,05_20.jpeg
Hymenolepis nana,1.0,2581,2310,209,171,30_02.jpeg
Hymenolepis nana,1.0,2156,1967,241,210,30_30.jpeg
Hymenolepis nana,1.0,2352,1997,91,92,09_27.jpeg
Hymenolepis nana,1.0,3311,2014,67,56,24_28.jpeg
Hymenolepis nana,1.0,1711,2336,62,64,25_21.jpeg
Hymenolepis nana,1.0,873,2479,76,88,05_23.jpeg
Hymenolepis nana,1.0,2200,2709,103,116,05_28.jpeg
Hymenolepis nana,1.0,1724,1264,128,136,14_02.jpeg
Hymenolepis nana,1.0,2387,819,75,75,23_25.jpeg
Hymenolepis nana,1.0,960,2716,83,91,01_08.jpeg
Hymenolepis nana,1.0,2259,2418,61,60,19_17.jpeg
Hymenolepis nana,1.0,2854,1124,74,80,14_05.jpeg
Hymenolepis nana,1.0,3637,1633,222,299,31_04.jpeg
Hymenolepis nana,1.0,1973,1907,108,119,10_04.jpeg
Hymenolepis nana,1.0,1363,2810,92,89,09_26.jpeg
Hymenolepis nana,1.0,2807,3335,137,138,13_20.jpeg
Hymenolepis nana,1.0,1143,3426,112,108,04_28.jpeg
Hymenolepis nana,1.0,1107,2390,108,95,20_31.jpeg
Hymenolepis nana,1.0,2375,1474,175,155,12_00.jpeg
Hymenolepis nana,1.0,1418,2991,242,201,04_00.jpeg
Hymenolepis nana,1.0,2555,1993,125,114,07_05.jpeg
Hymenolepis nana,1.0,1880,1429,91,98,22_22.jpeg
Hymenolepis nana,1.0,1268,417,83,80,17_27.jpeg
Hymenolepis nana,1.0,2833,690,156,161,25_05.jpeg
Hymenolepis nana,1.0,3070,1164,113,125,01_24.jpeg
Hymenolepis nana,1.0,1939,1421,175,181,25_31.jpeg
Hymenolepis nana,1.0,1623,1952,117,120,08_04.jpeg
Hymenolepis nana,1.0,3582,2172,205,263,30_18.jpeg
Hymenolepis nana,1.0,1408,1513,79,94,20_07.jpeg
Hymenolepis nana,1.0,2739,1764,204,185,22_29.jpeg
Hymenolepis nana,1.0,1818,1546,113,125,19_11.jpeg
Hymenolepis nana,1.0,1913,1443,178,177,02_06.jpeg
Hymenolepis nana,1.0,1267,1070,145,147,28_31.jpeg
Hymenolepis nana,1.0,3448,1765,150,179,06_28.jpeg
Hymenolepis nana,1.0,2567,1326,124,136,10_19.jpeg
Hymenolepis nana,1.0,3096,913,209,231,24_06.jpeg
Hymenolepis nana,1.0,1727,1470,101,113,06_27.jpeg
Hymenolepis nana,1.0,1021,1551,137,141,12_19.jpeg
Hymenolepis nana,1.0,1425,1986,144,150,17_17.jpeg
Hymenolepis nana,1.0,2988,2008,115,89,11_24.jpeg
Hymenolepis nana,1.0,909,902,99,103,14_07.jpeg
Hymenolepis nana,1.0,2163,1175,116,137,02_18.jpeg
Hymenolepis nana,1.0,1886,2857,76,62,24_29.jpeg
Hymenolepis nana,1.0,3320,1590,203,193,13_05.jpeg
Hymenolepis nana,1.0,1872,2210,130,132,02_25.jpeg
Hymenolepis nana,1.0,754,1793,299,329,04_02.jpeg
Hymenolepis nana,1.0,1619,1849,83,72,28_03.jpeg
Hymenolepis nana,1.0,2881,1920,110,109,00_15.jpeg
