Parasite,Confidence,X,Y,W,H,Image
Enterobius vermicularis,1.0,2862,1380,167,332,01_28.jpeg
Enterobius vermicularis,1.0,3006,2770,294,240,28_19.jpeg
Enterobius vermicularis,1.0,3433,1502,67,47,26_22.jpeg
Enterobius vermicularis,1.0,2005,1423,60,128,20_07.jpeg
Enterobius vermicularis,1.0,1909,2680,258,215,22_11.jpeg
Enterobius vermicularis,1.0,1713,2882,235,111,11_22.jpeg
Enterobius vermicularis,1.0,1671,1566,46,91,08_20.jpeg
Enterobius vermicularis,1.0,2606,2491,126,60,21_25.jpeg
Enterobius vermicularis,1.0,622,2499,227,127,25_19.jpeg
Enterobius vermicularis,1.0,1589,2863,137,237,16_05.jpeg
Enterobius vermicularis,1.0,1564,1580,161,117,15_27.jpeg
Enterobius vermicularis,1.0,787,1029,120,86,29_21.jpeg
Enterobius vermicularis,1.0,2678,1084,88,168,31_30.jpeg
Enterobius vermicularis,1.0,1614,1089,123,84,15_25.jpeg
Enterobius vermicularis,1.0,3252,1826,136,109,04_02.jpeg
Enterobius vermicularis,1.0,2487,2722,235,221,30_11.jpeg
Enterobius vermicularis,1.0,2193,3067,121,72,05_31.jpeg
Enterobius vermicularis,1.0,497,1773,109,61,28_31.jpeg
Enterobius vermicularis,1.0,1287,2539,117,83,16_16.jpeg
Enterobius vermicularis,1.0,2893,2994,126,59,11_31.jpeg
Enterobius vermicularis,1.0,1407,2209,125,60,05_25.jpeg
Enterobius vermicularis,1.0,2853,2797,425,205,10_24.jpeg
Enterobius vermicularis,1.0,3053,2064,77,153,14_16.jpeg
Enterobius vermicularis,1.0,1727,1396,164,121,30_04.jpeg
Enterobius vermicularis,1.0,3378,2373,137,229,24_30.jpeg
Enterobius vermicularis,1.0,1589,2778,289,261,18_18.jpeg
Enterobius vermicularis,1.0,2114,1272,328,209,09_15.jpeg
Enterobius vermicularis,1.0,3078,2312,83,135,30_30.jpeg
Enterobius vermicularis,1.0,1761,1329,74,125,31_18.jpeg
Enterobius vermicularis,1.0,2705,1019,66,135,24_04.jpeg
Enterobius vermicularis,1.0,2241,2155,159,100,10_27.jpeg
Enterobius vermicularis,1.0,1188,923,90,44,10_15.jpeg
Enterobius vermicularis,1.0,1195,2449,87,49,16_31.jpeg
Enterobius vermicularis,1.0,1951,2150,138,63,02_06.jpeg
Enterobius vermicularis,1.0,1807,1355,238,116,13_25.jpeg
Enterobius vermicularis,1.0,2320,1224,182,383,12_05.jpeg
Enterobius vermicularis,1.0,2346,3038,163,107,29_22.jpeg
Enterobius vermicularis,1.0,1698,3209,117,78,25_05.jpeg
Enterobius vermicularis,1.0,2123,2625,192,122,24_07.jpeg
Enterobius vermicularis,1.0,2307,1153,64,112,13_20.jpeg
Enterobius vermicularis,1.0,1457,3056,301,259,13_28.jpeg
Enterobius vermicularis,1.0,2823,1044,145,97,02_10.jpeg
Enterobius vermicularis,1.0,2128,1963,109,81,31_12.jpeg
Enterobius vermicularis,1.0,2395,1582,68,119,31_12.jpeg
Enterobius vermicularis,1.0,3026,1606,320,193,24_26.jpeg
Enterobius vermicularis,1.0,1935,2993,59,95,19_13.jpeg
Enterobius vermicularis,1.0,842,978,53,74,11_20.jpeg
Enterobius vermicularis,1.0,3119,2429,84,68,22_06.jpeg
Enterobius vermicularis,1.0,1801,1269,350,196,14_11.jpeg
Enterobius vermicularis,1.0,3038,3017,261,174,09_11.jpeg
