Parasite,Confidence,X,Y,W,H,Image
Ascaris lumbricoides,1.0,1761,2985,187,197,24_28.jpeg
Ascaris lumbricoides,1.0,1137,2677,303,351,04_03.jpeg
Ascaris lumbricoides,1.0,949,3070,102,132,10_21.jpeg
Ascaris lumbricoides,1.0,759,2556,92,103,31_26.jpeg
Ascaris lumbricoides,1.0,1741,2086,153,190,13_25.jpeg
Ascaris lumbricoides,1.0,2572,2545,243,216,19_22.jpeg
Ascaris lumbricoides,1.0,1402,974,152,157,28_16.jpeg
Ascaris lumbricoides,1.0,1062,1147,152,202,28_16.jpeg
Ascaris lumbricoides,1.0,2524,2586,165,159,06_29.jpeg
Ascaris lumbricoides,1.0,542,3253,86,84,06_02.jpeg
Ascaris lumbricoides,1.0,1156,1163,120,171,22_22.jpeg
Ascaris lumbricoides,1.0,1257,3130,91,76,23_17.jpeg
Ascaris lumbricoides,1.0,3132,2490,87,81,25_17.jpeg
Ascaris lumbricoides,1.0,1579,1897,102,83,18_09.jpeg
Ascaris lumbricoides,1.0,1966,1702,516,479,22_17.jpeg
Ascaris lumbricoides,1.0,3110,919,280,360,29_22.jpeg
Ascaris lumbricoides,1.0,2536,1479,193,182,22_11.jpeg
Ascaris lumbricoides,1.0,1029,3136,213,173,13_13.jpeg
Ascaris lumbricoides,1.0,1338,1412,125,130,27_21.jpeg
Ascaris lumbricoides,1.0,2738,2564,436,334,28_19.jpeg
Ascaris lumbricoides,1.0,2132,2193,144,127,16_12.jpeg
Ascaris lumbricoides,1.0,2475,2780,441,391,14_10.jpeg
Ascaris lumbricoides,1.0,2485,1532,107,102,15_28.jpeg
Ascaris lumbricoides,1.0,3034,1444,130,124,11_16.jpeg
Ascaris lumbricoides,1.0,1584,764,68,98,05_28.jpeg
Ascaris lumbricoides,1.0,2624,1730,133,113,19_06.jpeg
Ascaris lumbricoides,1.0,1271,1912,222,249,10_09.jpeg
Ascaris lumbricoides,1.0,1688,1964,76,114,03_03.jpeg
Ascaris lumbricoides,1.0,3230,1841,103,89,00_21.jpeg
Ascaris lumbricoides,1.0,1024,2388,166,164,27_17.jpeg
Ascaris lumbricoides,1.0,3101,2407,138,171,07_01.jpeg
Ascaris lumbricoides,1.0,2312,1325,111,106,04_30.jpeg
Ascaris lumbricoides,1.0,2841,2686,214,239,13_12.jpeg
Ascaris lumbricoides,1.0,3376,634,213,208,15_12.jpeg
Ascaris lumbricoides,1.0,1849,1085,335,361,23_31.jpeg
Ascaris lumbricoides,1.0,1031,1342,95,69,03_02.jpeg
Ascaris lumbricoides,1.0,771,2607,249,208,08_12.jpeg
Ascaris lumbricoides,1.0,1463,2781,247,216,08_12.jpeg
Ascaris lumbricoides,1.0,1352,2175,181,184,20_14.jpeg
Ascaris lumbricoides,1.0,1848,2270,392,449,12_19.jpeg
Ascaris lumbricoides,1.0,2652,3011,90,75,20_11.jpeg
Ascaris lumbricoides,1.0,1217,3153,99,131,29_12.jpeg
Ascaris lumbricoides,1.0,1459,3127,95,116,29_30.jpeg
Ascaris lumbricoides,1.0,1221,2532,361,358,29_02.jpeg
Ascaris lumbricoides,1.0,2438,2965,313,325,19_29.jpeg
Ascaris lumbricoides,1.0,3255,2653,94,91,20_02.jpeg
Ascaris lumbricoides,1.0,2098,2964,374,321,22_24.jpeg
Ascaris lumbricoides,1.0,3300,2223,482,367,14_03.jpeg
Ascaris lumbricoides,1.0,1465,1564,108,96,06_08.jpeg
Ascaris lumbricoides,1.0,1293,2489,111,91,13_19.jpeg
Ascaris lumbricoides,1.0,2849,833,95,114,28_31.jpeg
Ascaris lumbricoides,1.0,954,2149,80,68,03_21.jpeg
