Parasite,Confidence,X,Y,W,H,Image
Hymenolepis nana,1.0,1244,1872,79,68,08_08.jpeg
Hymenolepis nana,1.0,2677,1581,212,184,05_16.jpeg
Hymenolepis nana,1.0,3188,2892,93,94,24_26.jpeg
Hymenolepis nana,1.0,1435,2839,106,92,18_07.jpeg
Hymenolepis nana,1.0,2083,2336,174,180,26_00.jpeg
Hymenolepis nana,1.0,3215,2539,93,79,20_18.jpeg
Hymenolepis nana,1.0,3470,2611,72,89,20_18.jpeg
Hymenolepis nana,1.0,2118,2310,160,135,11_05.jpeg
Hymenolepis nana,1.0,684,919,73,72,21_18.jpeg
Hymenolepis nana,1.0,2082,2900,95,79,05_14.jpeg
Hymenolepis nana,1.0,2337,2971,72,87,05_14.jpeg
Hymenolepis nana,1.0,3105,1865,131,128,23_19.jpeg
Hymenolepis nana,1.0,1482,1180,134,134,18_14.jpeg
Hymenolepis nana,1.0,987,862,94,93,14_25.jpeg
Hymenolepis nana,1.0,3547,1601,61,67,19_18.jpeg
Hymenolepis nana,1.0,1596,1913,98,111,13_06.jpeg
Hymenolepis nana,1.0,2170,1631,119,137,29_14.jpeg
Hymenolepis nana,1.0,2735,1806,90,84,09_03.jpeg
Hymenolepis nana,1.0,1210,935,107,93,17_11.jpeg
Hymenolepis nana,1.0,2333,2059,280,227,14_10.jpeg
Hymenolepis nana,1.0,2796,2745,226,234,14_10.jpeg
Hymenolepis nana,1.0,1679,2901,117,123,19_13.jpeg
Hymenolepis nana,1.0,2846,2942,246,238,00_22.jpeg
Hymenolepis nana,1.0,1053,3210,88,78,27_29.jpeg
Hymenolepis nana,1.0,1726,2982,91,91,14_12.jpeg
Hymenolepis nana,1.0,2480,1995,136,155,31_05.jpeg
Hymenolepis nana,1.0,1101,2304,103,92,02_00.jpeg
Hymenolepis nana,1.0,1646,1336,149,122,09_11.jpeg
Hymenolepis nana,1.0,1208,3382,125,120,07_25.jpeg
Hymenolepis nana,1.0,1556,2917,179,161,27_18.jpeg
Hymenolepis nana,1.0,2559,2214,139,128,15_14.jpeg
Hymenolepis nana,1.0,1342,3033,67,55,22_22.jpeg
Hymenolepis nana,1.0,894,2437,116,115,29_22.jpeg
Hymenolepis nana,1.0,1490,1771,115,93,04_22.jpeg
Hymenolepis nana,1.0,980,1016,99,86,29_08.jpeg
Hymenolepis nana,1.0,1620,3444,126,143,17_13.jpeg
Hymenolepis nana,1.0,1410,3038,125,126,06_13.jpeg
Hymenolepis nana,1.0,2335,3262,95,108,16_22.jpeg
Hymenolepis nana,1.0,2065,1786,117,126,29_00.jpeg
Hymenolepis nana,1.0,2521,2363,325,238,20_14.jpeg
Hymenolepis nana,1.0,1493,2698,223,267,20_17.jpeg
Hymenolepis nana,1.0,3299,2860,100,113,14_29.jpeg
Hymenolepis nana,1.0,2846,2239,84,93,30_31.jpeg
Hymenolepis nana,1.0,2193,794,233,203,31_00.jpeg
Hymenolepis nana,1.0,2919,2401,102,106,14_13.jpeg
Hymenolepis nana,1.0,3126,967,267,262,25_30.jpeg
Hymenolepis nana,1.0,898,1422,191,235,18_15.jpeg
Hymenolepis nana,1.0,1466,1192,56,62,23_08.jpeg
Hymenolepis nana,1.0,1076,2363,91,83,13_14.jpeg
Hymenolepis nana,1.0,2323,1929,135,134,10_02.jpeg
Hymenolepis nana,1.0,849,2293,210,199,28_17.jpeg
Hymenolepis nana,1.0,1591,2151,342,261,31_01.jpeg
Hymenolepis nana,1.0,1527,3111,52,61,11_26.jpeg
