Parasite,Confidence,X,Y,W,H,Image
Ascaris lumbricoides,1.0,2743,2295,179,192,16_18.jpeg
Ascaris lumbricoides,1.0,1113,1261,198,175,31_07.jpeg
Ascaris lumbricoides,1.0,2482,1545,110,122,09_24.jpeg
Ascaris lumbricoides,1.0,2093,2221,302,393,16_07.jpeg
Ascaris lumbricoides,1.0,2343,2061,179,145,07_17.jpeg
Ascaris lumbricoides,1.0,1826,1814,138,171,18_20.jpeg
Ascaris lumbricoides,1.0,701,1284,205,219,26_25.jpeg
Ascaris lumbricoides,1.0,2181,1906,211,140,23_09.jpeg
Ascaris lumbricoides,1.0,1216,2643,226,248,12_27.jpeg
Ascaris lumbricoides,1.0,1352,3256,204,223,26_01.jpeg
Ascaris lumbricoides,1.0,2386,2606,195,176,13_30.jpeg
Ascaris lumbricoides,1.0,1345,1326,103,107,18_21.jpeg
Ascaris lumbricoides,1.0,1315,2251,168,172,00_00.jpeg
Ascaris lumbricoides,1.0,1468,2710,174,161,00_00.jpeg
Ascaris lumbricoides,1.0,2555,2695,141,118,06_00.jpeg
Ascaris lumbricoides,1.0,1519,2283,110,88,04_20.jpeg
Ascaris lumbricoides,1.0,971,1382,112,136,19_03.jpeg
Ascaris lumbricoides,1.0,1621,1593,113,89,22_17.jpeg
Ascaris lumbricoides,1.0,2850,2968,109,84,09_17.jpeg
Ascaris lumbricoides,1.0,2485,2648,159,211,02_14.jpeg
Ascaris lumbricoides,1.0,2710,2051,90,89,16_21.jpeg
Ascaris lumbricoides,1.0,967,1501,101,91,23_14.jpeg
Ascaris lumbricoides,1.0,3219,1135,110,93,22_03.jpeg
Ascaris lumbricoides,1.0,846,1684,81,112,31_31.jpeg
Ascaris lumbricoides,1.0,2598,2652,451,438,16_14.jpeg
Ascaris lumbricoides,1.0,960,844,96,115,31_27.jpeg
Ascaris lumbricoides,1.0,3627,2580,355,300,16_19.jpeg
Ascaris lumbricoides,1.0,1463,2531,103,110,12_20.jpeg
Ascaris lumbricoides,1.0,2163,2351,79,75,04_18.jpeg
Ascaris lumbricoides,1.0,2990,1200,159,159,26_07.jpeg
Ascaris lumbricoides,1.0,1256,1141,100,96,01_09.jpeg
Ascaris lumbricoides,1.0,2426,2043,64,90,22_24.jpeg
Ascaris lumbricoides,1.0,2785,2605,411,322,14_17.jpeg
Ascaris lumbricoides,1.0,2460,2191,126,134,17_24.jpeg
Ascaris lumbricoides,1.0,1779,2929,321,407,21_30.jpeg
Ascaris lumbricoides,1.0,3667,2952,101,85,06_22.jpeg
Ascaris lumbricoides,1.0,2275,1240,360,383,08_29.jpeg
Ascaris lumbricoides,1.0,1066,1649,152,121,12_23.jpeg
Ascaris lumbricoides,1.0,2480,1216,361,387,07_14.jpeg
Ascaris lumbricoides,1.0,2214,1247,75,130,01_27.jpeg
Ascaris lumbricoides,1.0,2057,679,105,86,16_26.jpeg
Ascaris lumbricoides,1.0,1274,3183,135,147,20_12.jpeg
Ascaris lumbricoides,1.0,2550,2326,342,396,06_03.jpeg
Ascaris lumbricoides,1.0,2833,1703,166,205,23_13.jpeg
Ascaris lumbricoides,1.0,2564,2155,129,104,17_25.jpeg
Ascaris lumbricoides,1.0,1089,755,65,122,13_31.jpeg
Ascaris lumbricoides,1.0,1529,1432,201,147,05_21.jpeg
Ascaris lumbricoides,1.0,3332,1804,126,100,13_12.jpeg
Ascaris lumbricoides,1.0,2477,1430,141,125,28_25.jpeg
Ascaris lumbricoides,1.0,2591,1545,124,149,28_25.jpeg
Ascaris lumbricoides,1.0,2727,3341,210,174,12_11.jpeg
Ascaris lumbricoides,1.0,2117,951,142,223,11_11.jpeg
