Parasite,Confidence,X,Y,W,H,Image
Enterobius vermicularis,1.0,1584,1862,144,121,01_00.jpeg
Enterobius vermicularis,1.0,3171,2061,304,212,15_18.jpeg
Enterobius vermicularis,1.0,2079,3017,94,160,20_12.jpeg
Enterobius vermicularis,1.0,2364,1225,133,65,15_25.jpeg
Enterobius vermicularis,1.0,2783,1777,183,324,09_28.jpeg
Enterobius vermicularis,1.0,3233,1272,225,168,17_28.jpeg
Enterobius vermicularis,1.0,1889,2231,129,60,22_04.jpeg
Enterobius vermicularis,1.0,2073,2284,114,83,21_27.jpeg
Enterobius vermicularis,1.0,2162,2632,149,201,25_11.jpeg
Enterobius vermicularis,1.0,1037,1671,66,64,19_25.jpeg
Enterobius vermicularis,1.0,3260,1738,121,256,19_27.jpeg
Enterobius vermicularis,1.0,941,1321,93,58,02_08.jpeg
Enterobius vermicularis,1.0,1570,1547,146,79,05_02.jpeg
Enterobius vermicularis,1.0,2721,1187,52,104,13_07.jpeg
Enterobius vermicularis,1.0,1702,574,162,166,17_10.jpeg
Enterobius vermicularis,1.0,886,2075,89,60,28_21.jpeg
Enterobius vermicularis,1.0,2737,2414,74,151,00_28.jpeg
Enterobius vermicularis,1.0,1532,1679,86,53,21_25.jpeg
Enterobius vermicularis,1.0,1733,807,90,80,15_20.jpeg
Enterobius vermicularis,1.0,1112,911,209,118,24_00.jpeg
Enterobius vermicularis,1.0,1004,2816,82,130,30_23.jpeg
Enterobius vermicularis,1.0,2234,1014,50,101,00_01.jpeg
Enterobius vermicularis,1.0,874,1161,120,61,23_12.jpeg
Enterobius vermicularis,1.0,3039,1990,183,301,29_17.jpeg
Enterobius vermicularis,1.0,1078,1636,85,129,22_00.jpeg
Enterobius vermicularis,1.0,2620,1115,77,146,31_22.jpeg
Enterobius vermicularis,1.0,754,2647,56,99,18_12.jpeg
Enterobius vermicularis,1.0,2440,1030,131,99,22_25.jpeg
Enterobius vermicularis,1.0,935,782,89,157,14_14.jpeg
Enterobius vermicularis,1.0,1324,3373,204,104,18_29.jpeg
Enterobius vermicularis,1.0,1607,2644,172,78,05_07.jpeg
Enterobius vermicularis,1.0,2009,1223,105,113,00_24.jpeg
Enterobius vermicularis,1.0,1155,1962,293,174,17_04.jpeg
Enterobius vermicularis,1.0,675,2325,91,49,12_28.jpeg
Enterobius vermicularis,1.0,1178,1725,253,130,02_02.jpeg
Enterobius vermicularis,1.0,979,2513,122,96,04_16.jpeg
Enterobius vermicularis,1.0,1956,1151,206,241,10_11.jpeg
Enterobius vermicularis,1.0,2601,2602,363,173,22_07.jpeg
Enterobius vermicularis,1.0,2234,2411,293,146,05_10.jpeg
Enterobius vermicularis,1.0,1145,2583,231,266,08_00.jpeg
Enterobius vermicularis,1.0,3154,816,110,98,31_06.jpeg
Enterobius vermicularis,1.0,2905,1033,127,128,31_31.jpeg
Enterobius vermicularis,1.0,1546,2795,98,62,04_05.jpeg
Enterobius vermicularis,1.0,1551,2310,153,73,23_16.jpeg
Enterobius vermicularis,1.0,2919,3025,143,245,10_24.jpeg
Enterobius vermicularis,1.0,2688,3025,141,74,29_01.jpeg
Enterobius vermicularis,1.0,1590,1098,139,80,26_28.jpeg
Enterobius vermicularis,1.0,1600,1433,79,122,12_24.jpeg
Enterobius vermicularis,1.0,2761,1326,125,252,07_20.jpeg
Enterobius vermicularis,1.0,2561,2341,213,246,20_28.jpeg
