Parasite,Confidence,X,Y,W,H,Image
Trichuris trichiura,1.0,2773,2509,76,89,12_03.jpeg
Trichuris trichiura,1.0,2387,1546,68,148,29_05.jpeg
Trichuris trichiura,1.0,2861,2727,154,138,18_25.jpeg
Trichuris trichiura,1.0,2660,1298,72,84,10_04.jpeg
Trichuris trichiura,1.0,1897,2953,259,242,16_04.jpeg
Trichuris trichiura,1.0,1833,3185,93,56,16_22.jpeg
Trichuris trichiura,1.0,1812,933,85,73,25_29.jpeg
Trichuris trichiura,1.0,557,1927,60,69,24_09.jpeg
Trichuris trichiura,1.0,2618,2670,89,167,24_21.jpeg
Trichuris trichiura,1.0,1752,1748,101,48,17_24.jpeg
Trichuris trichiura,1.0,748,1796,79,123,23_10.jpeg
Trichuris trichiura,1.0,3222,1519,70,53,25_28.jpeg
Trichuris trichiura,1.0,938,1532,127,127,07_04.jpeg
Trichuris trichiura,1.0,1876,787,128,74,01_06.jpeg
Trichuris trichiura,1.0,1908,2170,135,109,29_23.jpeg
Trichuris trichiura,1.0,565,2734,68,79,28_18.jpeg
Trichuris trichiura,1.0,2592,1967,348,196,18_23.jpeg
Trichuris trichiura,1.0,2699,1301,148,67,11_00.jpeg
Trichuris trichiura,1.0,3205,1244,75,38,24_25.jpeg
Trichuris trichiura,1.0,891,2431,248,316,07_17.jpeg
Trichuris trichiura,1.0,1080,2627,124,55,18_09.jpeg
Trichuris trichiura,1.0,2059,3073,120,60,04_22.jpeg
Trichuris trichiura,1.0,1415,657,45,92,16_06.jpeg
Trichuris trichiura,1.0,1779,3314,43,83,02_20.jpeg
Trichuris trichiura,1.0,2502,3079,44,93,30_16.jpeg
Trichuris trichiura,1.0,708,1835,58,53,17_04.jpeg
Trichuris trichiura,1.0,1152,3093,123,61,12_01.jpeg
Trichuris trichiura,1.0,2492,1448,267,224,08_22.jpeg
Trichuris trichiura,1.0,910,2512,70,132,17_21.jpeg
Trichuris trichiura,1.0,2234,1918,112,52,05_06.jpeg
Trichuris trichiura,1.0,1961,1593,51,114,25_25.jpeg
Trichuris trichiura,1.0,1445,3343,36,72,21_16.jpeg
Trichuris trichiura,1.0,3210,1511,95,73,13_11.jpeg
Trichuris trichiura,1.0,879,1634,83,98,00_19.jpeg
Trichuris trichiura,1.0,1822,2841,164,348,27_09.jpeg
Trichuris trichiura,1.0,2763,2387,254,191,14_02.jpeg
Trichuris trichiura,1.0,1349,1417,231,259,00_15.jpeg
Trichuris trichiura,1.0,1873,2016,73,127,05_20.jpeg
Trichuris trichiura,1.0,582,1124,55,89,27_00.jpeg
Trichuris trichiura,1.0,1863,1957,82,177,27_15.jpeg
Trichuris trichiura,1.0,1363,3191,222,176,13_27.jpeg
Trichuris trichiura,1.0,3150,1501,81,93,12_25.jpeg
Trichuris trichiura,1.0,650,2072,115,61,26_24.jpeg
Trichuris trichiura,1.0,688,2141,43,90,22_02.jpeg
Trichuris trichiura,1.0,2917,2875,89,132,13_17.jpeg
Trichuris trichiura,1.0,1927,2582,305,172,01_17.jpeg
Trichuris trichiura,1.0,1439,930,61,78,19_01.jpeg
Trichuris trichiura,1.0,1796,2527,239,128,09_00.jpeg
Trichuris trichiura,1.0,3013,3134,66,100,20_02.jpeg
Trichuris trichiura,1.0,2275,1070,107,110,06_25.jpeg
