Parasite,Confidence,X,Y,W,H,Image
Enterobius vermicularis,1.0,1826,2509,104,96,05_20.jpeg
Enterobius vermicularis,1.0,1783,1200,46,101,19_09.jpeg
Enterobius vermicularis,1.0,2118,1738,113,104,25_31.jpeg
Enterobius vermicularis,1.0,1537,717,115,54,03_27.jpeg
Enterobius vermicularis,1.0,1922,2332,144,67,02_11.jpeg
Enterobius vermicularis,1.0,3013,2320,59,122,07_30.jpeg
Enterobius vermicularis,1.0,1055,2430,74,146,29_00.jpeg
Enterobius vermicularis,1.0,1856,1089,144,69,22_08.jpeg
Enterobius vermicularis,1.0,2949,1312,90,63,00_29.jpeg
Enterobius vermicularis,1.0,2799,3053,112,71,19_13.jpeg
Enterobius vermicularis,1.0,2054,2643,73,66,29_28.jpeg
Enterobius vermicularis,1.0,2231,1516,104,48,04_11.jpeg
Enterobius vermicularis,1.0,382,1684,311,163,02_08.jpeg
Enterobius vermicularis,1.0,1523,1228,130,76,07_13.jpeg
Enterobius vermicularis,1.0,1915,994,66,115,19_10.jpeg
Enterobius vermicularis,1.0,1798,1476,221,181,07_00.jpeg
Enterobius vermicularis,1.0,1863,1662,159,82,26_17.jpeg
Enterobius vermicularis,1.0,3463,694,44,77,01_27.jpeg
Enterobius vermicularis,1.0,1557,3150,134,249,20_31.jpeg
Enterobius vermicularis,1.0,787,2721,47,103,18_14.jpeg
Enterobius vermicularis,1.0,1567,1451,85,97,03_02.jpeg
Enterobius vermicularis,1.0,687,1705,115,197,03_29.jpeg
Enterobius vermicularis,1.0,964,1182,91,44,25_22.jpeg
Enterobius vermicularis,1.0,2666,646,128,122,00_07.jpeg
Enterobius vermicularis,1.0,2756,2931,182,366,17_18.jpeg
Enterobius vermicularis,1.0,1257,1391,92,46,06_08.jpeg
Enterobius vermicularis,1.0,2240,1728,81,169,23_01.jpeg
Enterobius vermicularis,1.0,2933,640,46,92,13_27.jpeg
Enterobius vermicularis,1.0,2486,1220,173,87,05_23.jpeg
Enterobius vermicularis,1.0,1380,3533,90,158,04_08.jpeg
Enterobius vermicularis,1.0,3191,3234,104,77,29_09.jpeg
Enterobius vermicularis,1.0,2235,1437,254,314,19_15.jpeg
Enterobius vermicularis,1.0,2208,1277,268,129,21_21.jpeg
Enterobius vermicularis,1.0,2475,1102,194,353,16_11.jpeg
Enterobius vermicularis,1.0,1748,1057,90,181,30_17.jpeg
Enterobius vermicularis,1.0,1101,3189,50,106,16_07.jpeg
Enterobius vermicularis,1.0,2869,2212,306,277,31_30.jpeg
Enterobius vermicularis,1.0,2788,1578,93,165,30_29.jpeg
Enterobius vermicularis,1.0,2322,810,61,83,14_22.jpeg
Enterobius vermicularis,1.0,960,988,86,147,19_05.jpeg
Enterobius vermicularis,1.0,2239,2519,151,83,28_06.jpeg
Enterobius vermicularis,1.0,2691,1662,175,211,27_21.jpeg
Enterobius vermicularis,1.0,645,2653,239,461,06_12.jpeg
Enterobius vermicularis,1.0,1549,3252,69,54,24_23.jpeg
Enterobius vermicularis,1.0,1505,2658,125,66,15_19.jpeg
Enterobius vermicularis,1.0,2988,2204,370,220,28_23.jpeg
Enterobius vermicularis,1.0,1746,2403,86,89,21_31.jpeg
Enterobius vermicularis,1.0,2778,3028,230,142,11_30.jpeg
Enterobius vermicularis,1.0,1962,1424,136,67,18_09.jpeg
Enterobius vermicularis,1.0,2745,3037,179,121,28_20.jpeg
