Parasite,Confidence,X,Y,W,H,Image
Taenia spp,1.0,454,3040,51,50,16_27.jpeg
Taenia spp,1.0,1477,1255,131,152,06_22.jpeg
Taenia spp,1.0,1350,1818,196,172,18_28.jpeg
Taenia spp,1.0,2155,988,79,83,24_04.jpeg
Taenia spp,1.0,3228,2469,99,100,23_01.jpeg
Taenia spp,1.0,2363,2470,294,310,02_15.jpeg
Taenia spp,1.0,1727,2181,114,109,22_24.jpeg
Taenia spp,1.0,1894,1637,215,224,04_20.jpeg
Taenia spp,1.0,2479,1881,92,83,17_03.jpeg
Taenia spp,1.0,1349,1295,68,60,05_15.jpeg
Taenia spp,1.0,3052,2111,146,144,23_24.jpeg
Taenia spp,1.0,2362,1796,164,154,31_30.jpeg
Taenia spp,1.0,1507,1266,123,106,14_27.jpeg
Taenia spp,1.0,2478,2091,128,128,14_19.jpeg
Taenia spp,1.0,1598,2463,359,302,17_01.jpeg
Taenia spp,1.0,1119,3067,90,87,14_24.jpeg
Taenia spp,1.0,1846,3488,206,174,02_16.jpeg
Taenia spp,1.0,2938,1768,109,117,20_30.jpeg
Taenia spp,1.0,1969,2999,290,259,01_17.jpeg
Taenia spp,1.0,3516,1828,53,46,30_17.jpeg
Taenia spp,1.0,1216,1866,140,149,29_29.jpeg
Taenia spp,1.0,1702,3453,84,89,10_31.jpeg
Taenia spp,1.0,1232,2988,81,71,02_04.jpeg
Taenia spp,1.0,1310,1119,184,175,18_17.jpeg
Taenia spp,1.0,2477,816,79,70,08_13.jpeg
Taenia spp,1.0,1168,760,181,196,17_13.jpeg
Taenia spp,1.0,2695,1863,75,64,31_28.jpeg
Taenia spp,1.0,2427,1163,290,315,21_25.jpeg
Taenia spp,1.0,2786,1399,210,225,20_27.jpeg
Taenia spp,1.0,2528,1320,102,99,06_20.jpeg
Taenia spp,1.0,2188,1449,75,82,01_30.jpeg
Taenia spp,1.0,1461,3012,77,82,31_11.jpeg
Taenia spp,1.0,3041,1002,280,257,08_18.jpeg
Taenia spp,1.0,1154,2055,94,103,30_07.jpeg
Taenia spp,1.0,1419,1554,90,102,04_04.jpeg
Taenia spp,1.0,965,1806,97,103,19_31.jpeg
Taenia spp,1.0,1390,2008,68,61,31_22.jpeg
Taenia spp,1.0,1874,1604,147,170,31_21.jpeg
Taenia spp,1.0,1717,1388,76,73,21_15.jpeg
Taenia spp,1.0,2837,1506,243,206,10_13.jpeg
Taenia spp,1.0,1404,1854,81,84,19_02.jpeg
Taenia spp,1.0,2435,2395,175,193,12_08.jpeg
Taenia spp,1.0,898,2596,80,75,22_14.jpeg
Taenia spp,1.0,2336,2109,73,63,02_08.jpeg
Taenia spp,1.0,1370,1635,61,61,24_25.jpeg
Taenia spp,1.0,2868,3078,242,236,24_13.jpeg
Taenia spp,1.0,1562,1986,116,103,03_01.jpeg
Taenia spp,1.0,1592,2723,105,112,04_06.jpeg
Taenia spp,1.0,2235,2682,63,62,01_12.jpeg
Taenia spp,1.0,2583,1283,84,81,23_19.jpeg
