Parasite,Confidence,X,Y,W,H,Image
Paragonimus spp,1.0,2411,1871,282,322,20_23.jpeg
Paragonimus spp,1.0,1567,3244,139,131,17_26.jpeg
Paragonimus spp,1.0,2245,2052,226,223,19_19.jpeg
Paragonimus spp,1.0,2883,2281,154,164,13_29.jpeg
Paragonimus spp,1.0,1055,2976,299,483,18_20.jpeg
Paragonimus spp,1.0,2739,3004,324,240,23_14.jpeg
Paragonimus spp,1.0,2566,1584,107,133,25_03.jpeg
Paragonimus spp,1.0,701,2844,72,100,12_12.jpeg
Paragonimus spp,1.0,1228,2662,131,172,06_13.jpeg
Paragonimus spp,1.0,934,2427,123,180,06_13.jpeg
Paragonimus spp,1.0,2316,3107,314,430,21_09.jpeg
Paragonimus spp,1.0,1043,2259,193,135,26_14.jpeg
Paragonimus spp,1.0,2403,2110,301,352,09_17.jpeg
Paragonimus spp,1.0,2717,2060,122,89,22_05.jpeg
Paragonimus spp,1.0,1625,3161,248,168,10_15.jpeg
Paragonimus spp,1.0,3386,2445,86,148,03_00.jpeg
Paragonimus spp,1.0,3380,2398,106,112,01_11.jpeg
Paragonimus spp,1.0,2564,3043,170,271,22_09.jpeg
Paragonimus spp,1.0,2806,2908,175,248,22_09.jpeg
Paragonimus spp,1.0,1010,2882,333,256,09_04.jpeg
Paragonimus spp,1.0,2775,2288,275,498,17_00.jpeg
Paragonimus spp,1.0,1917,2397,130,212,29_02.jpeg
Paragonimus spp,1.0,1620,2747,520,491,05_10.jpeg
Paragonimus spp,1.0,1499,1088,111,182,18_12.jpeg
Paragonimus spp,1.0,1279,1918,422,436,14_19.jpeg
Paragonimus spp,1.0,2943,929,171,116,28_03.jpeg
Paragonimus spp,1.0,2689,1912,156,128,24_04.jpeg
Paragonimus spp,1.0,2171,1704,134,83,09_28.jpeg
Paragonimus spp,1.0,1111,929,85,114,15_16.jpeg
Paragonimus spp,1.0,1264,1907,101,194,31_04.jpeg
Paragonimus spp,1.0,1554,2617,155,176,11_01.jpeg
Paragonimus spp,1.0,2732,1293,102,149,26_19.jpeg
Paragonimus spp,1.0,1864,769,77,136,24_29.jpeg
Paragonimus spp,1.0,2487,1169,89,164,26_12.jpeg
Paragonimus spp,1.0,2192,2389,162,138,03_03.jpeg
Paragonimus spp,1.0,788,1802,125,77,28_23.jpeg
Paragonimus spp,1.0,3117,3366,122,135,25_26.jpeg
Paragonimus spp,1.0,2317,1909,487,335,21_10.jpeg
Paragonimus spp,1.0,2939,1343,342,291,06_25.jpeg
Paragonimus spp,1.0,747,1654,83,77,24_19.jpeg
Paragonimus spp,1.0,1179,1741,160,99,19_10.jpeg
Paragonimus spp,1.0,1142,604,72,110,29_12.jpeg
Paragonimus spp,1.0,2708,1920,267,394,08_30.jpeg
Paragonimus spp,1.0,928,1256,125,122,12_17.jpeg
Paragonimus spp,1.0,3499,3367,317,203,00_09.jpeg
Paragonimus spp,1.0,1510,1461,84,110,01_13.jpeg
Paragonimus spp,1.0,1325,3110,197,141,26_07.jpeg
Paragonimus spp,1.0,3067,2238,99,114,21_22.jpeg
Paragonimus spp,1.0,2146,869,247,138,24_15.jpeg
Paragonimus spp,1.0,2588,2407,215,124,30_08.jpeg
Paragonimus spp,1.0,1680,3210,120,133,18_06.jpeg
Paragonimus spp,1.0,913,2646,125,172,14_04.jpeg
