Parasite,Confidence,X,Y,W,H,Image
Ascaris lumbricoides,1.0,1217,748,96,74,17_31.jpeg
Ascaris lumbricoides,1.0,912,1713,142,120,13_08.jpeg
Ascaris lumbricoides,1.0,1185,2031,116,121,07_28.jpeg
Ascaris lumbricoides,1.0,632,1608,101,102,18_28.jpeg
Ascaris lumbricoides,1.0,1752,861,109,97,31_21.jpeg
Ascaris lumbricoides,1.0,3203,711,231,192,22_20.jpeg
Ascaris lumbricoides,1.0,2024,2780,128,93,20_13.jpeg
Ascaris lumbricoides,1.0,1547,3172,378,316,29_08.jpeg
Ascaris lumbricoides,1.0,2995,2243,159,128,15_02.jpeg
Ascaris lumbricoides,1.0,2949,1088,152,177,31_08.jpeg
Ascaris lumbricoides,1.0,2052,1725,118,134,02_20.jpeg
Ascaris lumbricoides,1.0,1142,3332,128,123,03_05.jpeg
Ascaris lumbricoides,1.0,2787,1661,179,152,17_13.jpeg
Ascaris lumbricoides,1.0,3068,1439,178,143,12_05.jpeg
Ascaris lumbricoides,1.0,2161,1995,128,125,29_31.jpeg
Ascaris lumbricoides,1.0,683,970,78,101,16_04.jpeg
Ascaris lumbricoides,1.0,1233,1535,95,129,10_18.jpeg
Ascaris lumbricoides,1.0,1368,1679,295,347,18_13.jpeg
Ascaris lumbricoides,1.0,3130,432,98,106,06_31.jpeg
Ascaris lumbricoides,1.0,971,2050,269,299,18_05.jpeg
Ascaris lumbricoides,1.0,2215,1665,185,151,14_02.jpeg
Ascaris lumbricoides,1.0,2112,3060,135,108,25_18.jpeg
Ascaris lumbricoides,1.0,2073,2729,132,165,10_27.jpeg
Ascaris lumbricoides,1.0,635,2131,311,327,24_27.jpeg
Ascaris lumbricoides,1.0,3055,2016,251,336,23_30.jpeg
Ascaris lumbricoides,1.0,2226,586,76,86,10_12.jpeg
Ascaris lumbricoides,1.0,2968,1884,99,124,23_31.jpeg
Ascaris lumbricoides,1.0,1358,3114,125,138,11_25.jpeg
Ascaris lumbricoides,1.0,2423,1824,106,96,24_17.jpeg
Ascaris lumbricoides,1.0,1900,1340,168,211,10_30.jpeg
Ascaris lumbricoides,1.0,1615,2608,337,289,24_19.jpeg
Ascaris lumbricoides,1.0,2218,1670,194,166,03_30.jpeg
Ascaris lumbricoides,1.0,1677,1542,202,166,03_30.jpeg
Ascaris lumbricoides,1.0,1113,2532,403,361,14_14.jpeg
Ascaris lumbricoides,1.0,963,3063,425,336,07_25.jpeg
Ascaris lumbricoides,1.0,2290,2350,190,135,16_22.jpeg
Ascaris lumbricoides,1.0,2562,2649,277,250,06_11.jpeg
Ascaris lumbricoides,1.0,1721,1589,109,113,20_15.jpeg
Ascaris lumbricoides,1.0,929,3448,263,232,21_22.jpeg
Ascaris lumbricoides,1.0,1650,1309,146,151,14_25.jpeg
Ascaris lumbricoides,1.0,2066,3552,239,172,06_30.jpeg
Ascaris lumbricoides,1.0,1562,942,153,208,26_07.jpeg
Ascaris lumbricoides,1.0,2934,2770,156,186,13_30.jpeg
Ascaris lumbricoides,1.0,2898,3513,155,211,00_02.jpeg
Ascaris lumbricoides,1.0,3338,1872,245,270,31_15.jpeg
Ascaris lumbricoides,1.0,3043,2435,222,203,26_15.jpeg
Ascaris lumbricoides,1.0,1957,3343,199,180,00_19.jpeg
Ascaris lumbricoides,1.0,2035,1065,163,161,07_00.jpeg
Ascaris lumbricoides,1.0,917,1517,376,371,29_02.jpeg
Ascaris lumbricoides,1.0,925,1438,88,79,16_01.jpeg
Ascaris lumbricoides,1.0,1340,1016,187,132,05_07.jpeg
