Parasite,Confidence,X,Y,W,H,Image
Hymenolepis diminuta,1.0,1119,3455,102,106,11_10.jpeg
Hymenolepis diminuta,1.0,1083,3063,169,163,29_27.jpeg
Hymenolepis diminuta,1.0,820,1724,102,107,06_12.jpeg
Hymenolepis diminuta,1.0,2668,2186,232,231,11_13.jpeg
Hymenolepis diminuta,1.0,2164,947,443,437,19_24.jpeg
Hymenolepis diminuta,1.0,3336,1297,321,297,25_01.jpeg
Hymenolepis diminuta,1.0,2548,1909,153,155,10_04.jpeg
Hymenolepis diminuta,1.0,2872,2603,103,95,29_18.jpeg
Hymenolepis diminuta,1.0,2912,2456,163,159,02_13.jpeg
Hymenolepis diminuta,1.0,1155,1899,168,178,22_30.jpeg
Hymenolepis diminuta,1.0,646,951,81,80,17_26.jpeg
Hymenolepis diminuta,1.0,2842,2618,132,133,07_25.jpeg
Hymenolepis diminuta,1.0,1932,1872,184,178,16_14.jpeg
Hymenolepis diminuta,1.0,1653,2946,146,146,04_11.jpeg
Hymenolepis diminuta,1.0,2506,1279,200,189,11_21.jpeg
Hymenolepis diminuta,1.0,542,1410,235,223,06_15.jpeg
Hymenolepis diminuta,1.0,691,709,85,86,31_27.jpeg
Hymenolepis diminuta,1.0,955,2333,401,394,30_11.jpeg
Hymenolepis diminuta,1.0,2919,1423,165,160,23_23.jpeg
Hymenolepis diminuta,1.0,3093,1818,312,312,00_28.jpeg
Hymenolepis diminuta,1.0,1505,1585,148,142,07_03.jpeg
Hymenolepis diminuta,1.0,3317,2945,309,293,23_29.jpeg
Hymenolepis diminuta,1.0,1230,2144,99,105,03_12.jpeg
Hymenolepis diminuta,1.0,2125,1685,139,134,17_27.jpeg
Hymenolepis diminuta,1.0,2321,1835,245,239,07_05.jpeg
Hymenolepis diminuta,1.0,1679,2080,282,270,22_10.jpeg
Hymenolepis diminuta,1.0,2873,2398,150,147,27_00.jpeg
Hymenolepis diminuta,1.0,1445,2678,187,192,19_11.jpeg
Hymenolepis diminuta,1.0,2479,3300,122,126,21_05.jpeg
Hymenolepis diminuta,1.0,2030,2473,399,389,06_20.jpeg
Hymenolepis diminuta,1.0,851,1242,149,154,06_19.jpeg
Hymenolepis diminuta,1.0,1486,3118,131,139,13_31.jpeg
Hymenolepis diminuta,1.0,2632,2409,247,255,06_00.jpeg
Hymenolepis diminuta,1.0,2284,2301,155,169,00_27.jpeg
Hymenolepis diminuta,1.0,2412,867,107,99,13_03.jpeg
Hymenolepis diminuta,1.0,2166,877,188,190,25_09.jpeg
Hymenolepis diminuta,1.0,2678,3281,152,150,16_20.jpeg
Hymenolepis diminuta,1.0,1272,2514,134,125,06_11.jpeg
Hymenolepis diminuta,1.0,1669,937,161,156,22_24.jpeg
Hymenolepis diminuta,1.0,2098,1641,178,172,27_23.jpeg
Hymenolepis diminuta,1.0,2236,2145,396,386,15_04.jpeg
Hymenolepis diminuta,1.0,3277,3435,253,255,12_13.jpeg
Hymenolepis diminuta,1.0,851,2764,113,106,05_19.jpeg
Hymenolepis diminuta,1.0,3007,2972,365,356,18_19.jpeg
Hymenolepis diminuta,1.0,616,1331,101,103,14_16.jpeg
Hymenolepis diminuta,1.0,1773,2468,512,556,01_02.jpeg
Hymenolepis diminuta,1.0,1649,2080,130,131,20_06.jpeg
Hymenolepis diminuta,1.0,2261,1789,172,172,04_22.jpeg
Hymenolepis diminuta,1.0,1608,1333,132,126,25_04.jpeg
Hymenolepis diminuta,1.0,2763,1613,146,141,09_11.jpeg
