Parasite,Confidence,X,Y,W,H,Image
Hymenolepis diminuta,1.0,2696,925,133,134,28_04.jpeg
Hymenolepis diminuta,1.0,950,3159,95,103,03_07.jpeg
Hymenolepis diminuta,1.0,1315,1260,199,212,20_03.jpeg
Hymenolepis diminuta,1.0,1266,2984,178,178,06_22.jpeg
Hymenolepis diminuta,1.0,2499,2831,168,166,25_20.jpeg
Hymenolepis diminuta,1.0,2460,2637,150,146,19_21.jpeg
Hymenolepis diminuta,1.0,2832,1570,155,150,31_09.jpeg
Hymenolepis diminuta,1.0,1522,2511,333,306,23_05.jpeg
Hymenolepis diminuta,1.0,609,2953,120,121,13_29.jpeg
Hymenolepis diminuta,1.0,3167,2724,175,176,28_28.jpeg
Hymenolepis diminuta,1.0,2753,1109,196,202,12_19.jpeg
Hymenolepis diminuta,1.0,3021,2091,314,302,18_23.jpeg
Hymenolepis diminuta,1.0,2022,931,89,90,06_16.jpeg
Hymenolepis diminuta,1.0,2141,807,219,217,00_16.jpeg
Hymenolepis diminuta,1.0,1876,2848,202,197,05_04.jpeg
Hymenolepis diminuta,1.0,1315,2440,193,205,22_06.jpeg
Hymenolepis diminuta,1.0,1713,2046,224,221,21_21.jpeg
Hymenolepis diminuta,1.0,2641,966,103,102,01_19.jpeg
Hymenolepis diminuta,1.0,1981,2821,150,144,00_05.jpeg
Hymenolepis diminuta,1.0,1564,2189,301,277,04_19.jpeg
Hymenolepis diminuta,1.0,1612,2083,105,107,06_14.jpeg
Hymenolepis diminuta,1.0,1177,1876,179,171,03_28.jpeg
Hymenolepis diminuta,1.0,1027,2416,105,105,20_00.jpeg
Hymenolepis diminuta,1.0,1622,742,226,242,17_22.jpeg
Hymenolepis diminuta,1.0,1778,3155,219,225,17_14.jpeg
Hymenolepis diminuta,1.0,2384,3187,173,169,28_10.jpeg
Hymenolepis diminuta,1.0,1134,1766,124,128,12_04.jpeg
Hymenolepis diminuta,1.0,1869,844,321,326,10_20.jpeg
Hymenolepis diminuta,1.0,2372,2970,98,100,23_18.jpeg
Hymenolepis diminuta,1.0,3187,2264,332,323,07_14.jpeg
Hymenolepis diminuta,1.0,2647,1494,197,207,00_12.jpeg
Hymenolepis diminuta,1.0,2750,3008,90,90,04_17.jpeg
Hymenolepis diminuta,1.0,2437,2066,348,348,14_11.jpeg
Hymenolepis diminuta,1.0,1563,1044,345,341,16_18.jpeg
Hymenolepis diminuta,1.0,2067,2030,156,153,13_07.jpeg
Hymenolepis diminuta,1.0,1102,2179,178,176,00_20.jpeg
Hymenolepis diminuta,1.0,1428,1344,362,344,06_03.jpeg
Hymenolepis diminuta,1.0,1519,3108,163,156,22_19.jpeg
Hymenolepis diminuta,1.0,1490,1793,125,124,19_27.jpeg
Hymenolepis diminuta,1.0,2286,1468,150,153,26_30.jpeg
Hymenolepis diminuta,1.0,2606,2698,182,185,14_02.jpeg
Hymenolepis diminuta,1.0,3033,2997,142,140,20_20.jpeg
Hymenolepis diminuta,1.0,1164,555,143,150,09_30.jpeg
Hymenolepis diminuta,1.0,2511,2296,117,114,15_29.jpeg
Hymenolepis diminuta,1.0,1816,3243,147,134,10_04.jpeg
Hymenolepis diminuta,1.0,3270,1083,125,121,17_18.jpeg
Hymenolepis diminuta,1.0,1767,2663,100,96,23_10.jpeg
Hymenolepis diminuta,1.0,2938,1368,386,364,03_06.jpeg
Hymenolepis diminuta,1.0,1458,858,195,200,17_01.jpeg
Hymenolepis diminuta,1.0,2607,863,460,464,10_27.jpeg
