Parasite,Confidence,X,Y,W,H,Image
Opisthorchis viverrine,1.0,2299,1074,113,142,27_11.jpeg
Opisthorchis viverrine,1.0,3441,1886,43,23,11_14.jpeg
Opisthorchis viverrine,1.0,1164,2860,72,48,26_29.jpeg
Opisthorchis viverrine,1.0,1631,958,53,41,14_11.jpeg
Opisthorchis viverrine,1.0,2160,3309,36,60,03_17.jpeg
Opisthorchis viverrine,1.0,1849,912,39,78,14_18.jpeg
Opisthorchis viverrine,1.0,3055,3254,61,123,26_17.jpeg
Opisthorchis viverrine,1.0,2840,2587,184,98,09_11.jpeg
Opisthorchis viverrine,1.0,2308,906,168,158,31_20.jpeg
Opisthorchis viverrine,1.0,2550,2739,51,45,29_10.jpeg
Opisthorchis viverrine,1.0,1543,2620,154,148,19_11.jpeg
Opisthorchis viverrine,1.0,1786,1667,90,61,06_09.jpeg
Opisthorchis viverrine,1.0,970,2656,117,79,01_07.jpeg
Opisthorchis viverrine,1.0,2971,2385,31,31,02_00.jpeg
Opisthorchis viverrine,1.0,1296,1437,36,39,05_00.jpeg
Opisthorchis viverrine,1.0,2181,1171,56,89,17_02.jpeg
Opisthorchis viverrine,1.0,2607,636,60,90,16_26.jpeg
Opisthorchis viverrine,1.0,3179,2126,107,56,00_04.jpeg
Opisthorchis viverrine,1.0,3131,2635,91,68,27_23.jpeg
Opisthorchis viverrine,1.0,2916,1905,53,54,10_14.jpeg
Opisthorchis viverrine,1.0,2941,1304,53,70,10_15.jpeg
Opisthorchis viverrine,1.0,816,2739,102,118,07_20.jpeg
Opisthorchis viverrine,1.0,3320,2375,48,52,14_26.jpeg
Opisthorchis viverrine,1.0,933,3256,49,32,05_01.jpeg
Opisthorchis viverrine,1.0,1761,2476,80,59,09_02.jpeg
Opisthorchis viverrine,1.0,1957,2291,32,64,17_12.jpeg
Opisthorchis viverrine,1.0,1951,1551,145,84,19_01.jpeg
Opisthorchis viverrine,1.0,3419,671,39,37,03_12.jpeg
Opisthorchis viverrine,1.0,1433,3038,81,159,12_17.jpeg
Opisthorchis viverrine,1.0,800,734,38,47,03_16.jpeg
Opisthorchis viverrine,1.0,1133,1160,67,35,28_23.jpeg
Opisthorchis viverrine,1.0,1918,2909,151,119,16_03.jpeg
Opisthorchis viverrine,1.0,2788,1787,41,47,29_17.jpeg
Opisthorchis viverrine,1.0,2692,2995,148,140,03_20.jpeg
Opisthorchis viverrine,1.0,1305,1481,44,74,03_26.jpeg
Opisthorchis viverrine,1.0,1871,1901,47,49,05_18.jpeg
Opisthorchis viverrine,1.0,3052,1890,62,35,12_05.jpeg
Opisthorchis viverrine,1.0,1244,2779,92,45,14_05.jpeg
Opisthorchis viverrine,1.0,2682,724,33,65,24_08.jpeg
Opisthorchis viverrine,1.0,577,1183,107,80,03_23.jpeg
Opisthorchis viverrine,1.0,1796,1638,151,98,13_17.jpeg
Opisthorchis viverrine,1.0,2408,1212,54,26,03_14.jpeg
Opisthorchis viverrine,1.0,1547,1999,86,161,25_31.jpeg
Opisthorchis viverrine,1.0,1337,1471,56,58,25_17.jpeg
Opisthorchis viverrine,1.0,2780,1960,50,39,21_20.jpeg
Opisthorchis viverrine,1.0,2723,3310,74,95,29_07.jpeg
Opisthorchis viverrine,1.0,989,1553,124,72,07_24.jpeg
Opisthorchis viverrine,1.0,1542,2438,28,44,13_16.jpeg
Opisthorchis viverrine,1.0,662,2301,40,25,24_22.jpeg
Opisthorchis viverrine,1.0,1051,1294,38,37,28_31.jpeg
