Parasite,Confidence,X,Y,W,H,Image
Capillaria philippinensis,1.0,1173,2521,185,110,26_03.jpeg
Capillaria philippinensis,1.0,2329,2228,119,66,06_03.jpeg
Capillaria philippinensis,1.0,3038,3464,124,211,10_14.jpeg
Capillaria philippinensis,1.0,2010,1691,97,58,01_26.jpeg
Capillaria philippinensis,1.0,2632,1080,124,149,09_03.jpeg
Capillaria philippinensis,1.0,2741,3126,67,89,29_15.jpeg
Capillaria philippinensis,1.0,1483,1224,239,117,20_01.jpeg
Capillaria philippinensis,1.0,1690,1482,56,78,00_13.jpeg
Capillaria philippinensis,1.0,2459,2327,96,48,08_01.jpeg
Capillaria philippinensis,1.0,1759,3023,135,101,18_31.jpeg
Capillaria philippinensis,1.0,2790,636,37,58,01_14.jpeg
Capillaria philippinensis,1.0,2220,1858,60,99,04_01.jpeg
Capillaria philippinensis,1.0,1013,1496,62,91,24_14.jpeg
Capillaria philippinensis,1.0,1941,2688,90,55,24_12.jpeg
Capillaria philippinensis,1.0,2157,1364,60,106,20_07.jpeg
Capillaria philippinensis,1.0,2938,1537,94,51,28_01.jpeg
Capillaria philippinensis,1.0,1849,2523,177,204,00_14.jpeg
Capillaria philippinensis,1.0,3575,1521,119,107,22_28.jpeg
Capillaria philippinensis,1.0,3081,3240,209,152,30_31.jpeg
Capillaria philippinensis,1.0,1789,3359,211,132,06_02.jpeg
Capillaria philippinensis,1.0,2178,3466,163,153,06_02.jpeg
Capillaria philippinensis,1.0,1670,1589,47,62,19_16.jpeg
Capillaria philippinensis,1.0,2148,2847,72,105,22_31.jpeg
Capillaria philippinensis,1.0,2133,3225,126,241,01_29.jpeg
Capillaria philippinensis,1.0,1997,1460,65,115,02_17.jpeg
Capillaria philippinensis,1.0,1000,3450,64,62,28_04.jpeg
Capillaria philippinensis,1.0,2251,2211,68,92,12_16.jpeg
Capillaria philippinensis,1.0,1397,2971,58,117,19_20.jpeg
Capillaria philippinensis,1.0,1004,2699,61,101,09_04.jpeg
Capillaria philippinensis,1.0,1015,1694,55,98,16_01.jpeg
Capillaria philippinensis,1.0,3167,1979,61,40,05_17.jpeg
Capillaria philippinensis,1.0,2521,1446,70,38,14_06.jpeg
Capillaria philippinensis,1.0,3118,1736,47,47,29_02.jpeg
Capillaria philippinensis,1.0,801,419,137,102,23_07.jpeg
Capillaria philippinensis,1.0,1327,1800,167,347,22_22.jpeg
Capillaria philippinensis,1.0,1982,3354,41,49,02_27.jpeg
Capillaria philippinensis,1.0,2470,1279,126,71,10_15.jpeg
Capillaria philippinensis,1.0,3054,1550,70,103,05_09.jpeg
Capillaria philippinensis,1.0,2612,2568,50,73,26_17.jpeg
Capillaria philippinensis,1.0,1099,1162,60,89,20_04.jpeg
Capillaria philippinensis,1.0,1621,1233,90,86,16_15.jpeg
Capillaria philippinensis,1.0,2227,964,61,94,08_15.jpeg
Capillaria philippinensis,1.0,2277,3123,162,249,01_03.jpeg
Capillaria philippinensis,1.0,1075,2361,97,51,22_02.jpeg
Capillaria philippinensis,1.0,2250,3242,86,164,31_30.jpeg
Capillaria philippinensis,1.0,2274,2239,52,76,15_21.jpeg
Capillaria philippinensis,1.0,1406,2859,140,152,13_23.jpeg
Capillaria philippinensis,1.0,2489,1590,74,120,16_29.jpeg
Capillaria philippinensis,1.0,2356,2424,323,192,19_21.jpeg
Capillaria philippinensis,1.0,1294,2177,141,102,21_17.jpeg
Capillaria philippinensis,1.0,1100,1852,134,70,07_07.jpeg
