Parasite,Confidence,X,Y,W,H,Image
Paragonimus spp,1.0,1900,2929,96,130,00_23.jpeg
Paragonimus spp,1.0,2803,2445,69,102,17_19.jpeg
Paragonimus spp,1.0,2138,3110,118,166,27_30.jpeg
Paragonimus spp,1.0,833,1052,117,99,31_05.jpeg
Paragonimus spp,1.0,982,1660,93,92,03_25.jpeg
Paragonimus spp,1.0,1967,1624,206,117,17_24.jpeg
Paragonimus spp,1.0,812,3024,137,154,24_12.jpeg
Paragonimus spp,1.0,1507,2837,149,116,16_06.jpeg
Paragonimus spp,1.0,1527,3101,151,83,16_06.jpeg
Paragonimus spp,1.0,1832,2201,161,93,06_05.jpeg
Paragonimus spp,1.0,2058,2282,261,168,24_31.jpeg
Paragonimus spp,1.0,2073,2989,113,150,31_22.jpeg
Paragonimus spp,1.0,2107,1439,141,130,23_17.jpeg
Paragonimus spp,1.0,930,1312,415,256,03_21.jpeg
Paragonimus spp,1.0,2594,1349,287,410,18_13.jpeg
Paragonimus spp,1.0,1164,2698,117,213,08_01.jpeg
Paragonimus spp,1.0,1962,2807,354,385,20_13.jpeg
Paragonimus spp,1.0,2079,2541,94,100,25_18.jpeg
Paragonimus spp,1.0,2923,1488,208,149,18_08.jpeg
Paragonimus spp,1.0,1734,892,225,174,24_08.jpeg
Paragonimus spp,1.0,1593,3332,67,104,12_20.jpeg
Paragonimus spp,1.0,2778,1217,108,120,27_12.jpeg
Paragonimus spp,1.0,1280,1777,166,175,22_27.jpeg
Paragonimus spp,1.0,2452,1459,505,633,14_06.jpeg
Paragonimus spp,1.0,2149,1669,292,428,06_13.jpeg
Paragonimus spp,1.0,2849,2213,308,403,06_13.jpeg
Paragonimus spp,1.0,1347,2501,173,221,25_16.jpeg
Paragonimus spp,1.0,2528,3381,217,169,29_18.jpeg
Paragonimus spp,1.0,2447,1328,130,295,11_10.jpeg
Paragonimus spp,1.0,910,3027,118,96,13_29.jpeg
Paragonimus spp,1.0,932,2972,134,118,19_07.jpeg
Paragonimus spp,1.0,2734,2589,147,153,25_27.jpeg
Paragonimus spp,1.0,2912,1793,164,177,12_28.jpeg
Paragonimus spp,1.0,3217,2742,197,111,08_07.jpeg
Paragonimus spp,1.0,2295,722,106,74,10_24.jpeg
Paragonimus spp,1.0,2431,1410,231,100,01_16.jpeg
Paragonimus spp,1.0,1400,2760,158,102,11_22.jpeg
Paragonimus spp,1.0,2771,2016,581,243,03_06.jpeg
Paragonimus spp,1.0,1870,1031,152,132,17_21.jpeg
Paragonimus spp,1.0,1398,2162,490,422,09_05.jpeg
Paragonimus spp,1.0,1004,1084,99,78,00_11.jpeg
Paragonimus spp,1.0,2311,1977,120,150,21_22.jpeg
Paragonimus spp,1.0,2891,1608,357,299,29_00.jpeg
Paragonimus spp,1.0,2846,1598,137,159,24_10.jpeg
Paragonimus spp,1.0,1589,1669,119,124,19_03.jpeg
Paragonimus spp,1.0,2187,1485,124,184,02_28.jpeg
Paragonimus spp,1.0,2012,1587,131,200,02_28.jpeg
Paragonimus spp,1.0,3214,1650,76,126,19_29.jpeg
Paragonimus spp,1.0,1308,2489,212,169,31_24.jpeg
Paragonimus spp,1.0,2628,2033,498,492,07_24.jpeg
Paragonimus spp,1.0,1099,1812,450,427,11_09.jpeg
Paragonimus spp,1.0,1985,2282,240,341,24_24.jpeg
Paragonimus spp,1.0,1516,2239,115,85,10_10.jpeg
