Parasite,Confidence,X,Y,W,H,Image
Opisthorchis viverrine,1.0,1844,2978,37,69,03_27.jpeg
Opisthorchis viverrine,1.0,2919,1287,71,64,19_05.jpeg
Opisthorchis viverrine,1.0,2904,2128,74,44,12_27.jpeg
Opisthorchis viverrine,1.0,3207,2963,35,65,18_28.jpeg
Opisthorchis viverrine,1.0,2107,3110,51,29,21_28.jpeg
Opisthorchis viverrine,1.0,1573,1559,109,76,27_06.jpeg
Opisthorchis viverrine,1.0,2438,2757,59,27,28_10.jpeg
Opisthorchis viverrine,1.0,586,3577,42,32,11_14.jpeg
Opisthorchis viverrine,1.0,1146,1999,30,45,03_18.jpeg
Opisthorchis viverrine,1.0,1854,3160,27,36,27_01.jpeg
Opisthorchis viverrine,1.0,913,1365,84,64,29_27.jpeg
Opisthorchis viverrine,1.0,2616,2844,98,147,27_05.jpeg
Opisthorchis viverrine,1.0,3011,2347,45,68,03_28.jpeg
Opisthorchis viverrine,1.0,751,2070,21,39,05_04.jpeg
Opisthorchis viverrine,1.0,974,1547,45,42,11_13.jpeg
Opisthorchis viverrine,1.0,654,1775,43,27,19_08.jpeg
Opisthorchis viverrine,1.0,1639,1531,72,38,17_00.jpeg
Opisthorchis viverrine,1.0,3077,2709,64,60,07_10.jpeg
Opisthorchis viverrine,1.0,1844,700,38,32,30_02.jpeg
Opisthorchis viverrine,1.0,2898,2648,131,104,09_08.jpeg
Opisthorchis viverrine,1.0,2529,696,32,38,27_16.jpeg
Opisthorchis viverrine,1.0,2270,2164,28,46,22_15.jpeg
Opisthorchis viverrine,1.0,1109,2802,127,113,02_03.jpeg
Opisthorchis viverrine,1.0,1407,1460,83,148,31_24.jpeg
Opisthorchis viverrine,1.0,2167,2064,36,73,20_12.jpeg
Opisthorchis viverrine,1.0,2821,1998,52,55,27_09.jpeg
Opisthorchis viverrine,1.0,1276,2126,44,32,00_10.jpeg
Opisthorchis viverrine,1.0,760,2815,34,34,13_13.jpeg
Opisthorchis viverrine,1.0,1779,3346,30,49,03_29.jpeg
Opisthorchis viverrine,1.0,1897,1050,66,30,11_31.jpeg
Opisthorchis viverrine,1.0,693,1065,60,30,20_31.jpeg
Opisthorchis viverrine,1.0,2621,956,51,85,08_23.jpeg
Opisthorchis viverrine,1.0,3250,1192,125,73,29_06.jpeg
Opisthorchis viverrine,1.0,1205,3439,29,35,19_25.jpeg
Opisthorchis viverrine,1.0,1715,2213,64,76,11_00.jpeg
Opisthorchis viverrine,1.0,2112,2438,37,69,02_24.jpeg
Opisthorchis viverrine,1.0,2231,1524,103,148,02_01.jpeg
Opisthorchis viverrine,1.0,1418,2916,42,59,12_16.jpeg
Opisthorchis viverrine,1.0,884,1626,35,41,07_11.jpeg
Opisthorchis viverrine,1.0,2605,2521,20,37,17_10.jpeg
Opisthorchis viverrine,1.0,3065,3512,111,56,18_12.jpeg
Opisthorchis viverrine,1.0,1781,2267,68,117,03_23.jpeg
Opisthorchis viverrine,1.0,1392,1471,68,34,12_24.jpeg
Opisthorchis viverrine,1.0,2528,2285,33,48,05_21.jpeg
Opisthorchis viverrine,1.0,3023,811,121,82,21_19.jpeg
Opisthorchis viverrine,1.0,2869,1854,24,40,22_17.jpeg
Opisthorchis viverrine,1.0,2191,2003,66,56,23_04.jpeg
Opisthorchis viverrine,1.0,1235,913,46,25,24_30.jpeg
Opisthorchis viverrine,1.0,1942,1697,39,55,11_07.jpeg
Opisthorchis viverrine,1.0,2082,2544,51,102,10_13.jpeg
