Parasite,Confidence,X,Y,W,H,Image
Hookworm,1.0,2066,2655,93,126,19_10.jpeg
Hookworm,1.0,1046,1100,89,157,09_25.jpeg
Hookworm,1.0,638,2221,55,91,03_16.jpeg
Hookworm,1.0,2542,918,174,103,21_19.jpeg
Hookworm,1.0,2490,2813,197,119,23_16.jpeg
Hookworm,1.0,2918,1941,119,96,13_08.jpeg
Hookworm,1.0,1271,1626,163,140,15_03.jpeg
Hookworm,1.0,1687,802,179,278,08_09.jpeg
Hookworm,1.0,890,2448,97,89,31_18.jpeg
Hookworm,1.0,2759,1157,104,104,10_26.jpeg
Hookworm,1.0,1611,2960,108,122,19_31.jpeg
Hookworm,1.0,2315,1832,106,154,26_16.jpeg
Hookworm,1.0,2221,1206,335,571,26_30.jpeg
Hookworm,1.0,1768,1734,77,124,23_05.jpeg
Hookworm,1.0,1663,2026,68,110,23_05.jpeg
Hookworm,1.0,2694,1474,152,177,16_18.jpeg
Hookworm,1.0,1334,2997,133,80,07_15.jpeg
Hookworm,1.0,2527,981,135,150,14_02.jpeg
Hookworm,1.0,1741,1398,228,228,16_13.jpeg
Hookworm,1.0,1752,3105,115,118,01_19.jpeg
Hookworm,1.0,2781,1557,285,425,26_18.jpeg
Hookworm,1.0,2639,1052,80,90,20_07.jpeg
Hookworm,1.0,2116,1781,230,128,26_07.jpeg
Hookworm,1.0,1157,2973,74,119,02_03.jpeg
Hookworm,1.0,1516,3064,302,310,01_01.jpeg
Hookworm,1.0,2955,957,120,103,04_29.jpeg
Hookworm,1.0,2322,1558,112,65,00_03.jpeg
Hookworm,1.0,1025,1349,112,76,10_29.jpeg
Hookworm,1.0,3270,2845,122,83,09_19.jpeg
Hookworm,1.0,1782,1637,133,143,12_23.jpeg
Hookworm,1.0,2707,3296,137,116,23_29.jpeg
Hookworm,1.0,1735,2691,84,101,00_01.jpeg
Hookworm,1.0,1806,2885,426,312,28_28.jpeg
Hookworm,1.0,2412,2402,380,282,06_06.jpeg
Hookworm,1.0,1915,3157,129,122,26_11.jpeg
Hookworm,1.0,750,3129,80,119,19_07.jpeg
Hookworm,1.0,2573,1685,100,61,01_14.jpeg
Hookworm,1.0,2434,1466,105,118,04_00.jpeg
Hookworm,1.0,2749,2483,202,193,29_20.jpeg
Hookworm,1.0,1056,3403,187,284,28_26.jpeg
Hookworm,1.0,2184,1223,114,156,05_10.jpeg
Hookworm,1.0,1589,2377,167,249,30_21.jpeg
Hookworm,1.0,3008,2392,91,154,29_11.jpeg
Hookworm,1.0,1263,2046,328,402,06_25.jpeg
Hookworm,1.0,3242,1117,81,112,09_13.jpeg
Hookworm,1.0,2477,1571,170,103,06_24.jpeg
Hookworm,1.0,2564,1398,615,354,18_26.jpeg
Hookworm,1.0,2069,1993,129,155,25_16.jpeg
Hookworm,1.0,1243,2604,60,94,27_26.jpeg
Hookworm,1.0,2187,2982,350,221,02_14.jpeg
Hookworm,1.0,3280,2036,129,93,12_22.jpeg
