Parasite,Confidence,X,Y,W,H,Image
Paragonimus spp,1.0,2657,1366,121,172,26_22.jpeg
Paragonimus spp,1.0,2468,2837,200,122,14_29.jpeg
Paragonimus spp,1.0,1724,3018,123,138,19_25.jpeg
Paragonimus spp,1.0,2280,2837,223,165,03_08.jpeg
Paragonimus spp,1.0,2641,673,230,329,10_25.jpeg
Paragonimus spp,1.0,3249,1050,326,190,10_25.jpeg
Paragonimus spp,1.0,3358,3101,75,96,17_12.jpeg
Paragonimus spp,1.0,1565,935,114,149,19_07.jpeg
Paragonimus spp,1.0,1908,1484,359,342,10_01.jpeg
Paragonimus spp,1.0,2672,2598,142,82,09_30.jpeg
Paragonimus spp,1.0,1797,2905,142,199,03_10.jpeg
Paragonimus spp,1.0,2397,1626,155,142,31_30.jpeg
Paragonimus spp,1.0,835,2835,130,74,01_21.jpeg
Paragonimus spp,1.0,1886,1575,213,150,11_26.jpeg
Paragonimus spp,1.0,1657,1086,445,253,04_15.jpeg
Paragonimus spp,1.0,1894,1963,130,159,06_10.jpeg
Paragonimus spp,1.0,1553,1191,89,65,29_17.jpeg
Paragonimus spp,1.0,1169,1497,166,173,07_00.jpeg
Paragonimus spp,1.0,2125,1322,355,405,05_18.jpeg
Paragonimus spp,1.0,1813,2991,433,278,11_31.jpeg
Paragonimus spp,1.0,1766,3273,301,507,28_18.jpeg
Paragonimus spp,1.0,1851,1920,107,149,20_12.jpeg
Paragonimus spp,1.0,1674,3394,139,71,10_19.jpeg
Paragonimus spp,1.0,1597,2830,227,184,15_14.jpeg
Paragonimus spp,1.0,2721,2507,78,86,14_18.jpeg
Paragonimus spp,1.0,3217,1748,108,70,09_20.jpeg
Paragonimus spp,1.0,1505,1621,154,107,29_28.jpeg
Paragonimus spp,1.0,1972,1875,522,317,27_23.jpeg
Paragonimus spp,1.0,1985,2224,400,351,07_13.jpeg
Paragonimus spp,1.0,3348,2756,64,134,17_14.jpeg
Paragonimus spp,1.0,3242,679,80,153,21_31.jpeg
Paragonimus spp,1.0,2165,2489,138,176,31_13.jpeg
Paragonimus spp,1.0,1388,2571,111,189,25_22.jpeg
Paragonimus spp,1.0,1290,1810,89,148,23_02.jpeg
Paragonimus spp,1.0,3297,898,150,173,13_20.jpeg
Paragonimus spp,1.0,3070,1201,106,125,09_08.jpeg
Paragonimus spp,1.0,1135,1743,221,147,10_03.jpeg
Paragonimus spp,1.0,1483,2582,230,140,08_02.jpeg
Paragonimus spp,1.0,1400,2426,166,104,07_29.jpeg
Paragonimus spp,1.0,1446,3229,159,136,20_08.jpeg
Paragonimus spp,1.0,2921,3222,164,162,02_14.jpeg
Paragonimus spp,1.0,1304,1817,132,159,12_17.jpeg
Paragonimus spp,1.0,3121,1647,138,113,22_18.jpeg
Paragonimus spp,1.0,3238,1604,181,119,22_18.jpeg
Paragonimus spp,1.0,2034,2542,490,336,17_11.jpeg
Paragonimus spp,1.0,2359,1748,160,229,09_12.jpeg
Paragonimus spp,1.0,2780,2005,233,133,09_12.jpeg
Paragonimus spp,1.0,1832,1851,191,182,18_21.jpeg
Paragonimus spp,1.0,1183,3525,168,215,30_06.jpeg
Paragonimus spp,1.0,1696,2188,255,291,01_30.jpeg
Paragonimus spp,1.0,2071,1647,176,126,08_16.jpeg
Paragonimus spp,1.0,1704,1081,106,199,27_20.jpeg
Paragonimus spp,1.0,2093,2543,101,151,20_30.jpeg
