Parasite,Confidence,X,Y,W,H,Image
Paragonimus spp,1.0,2764,2028,97,96,18_12.jpeg
Paragonimus spp,1.0,3203,1948,113,172,22_23.jpeg
Paragonimus spp,1.0,1427,3424,108,169,24_07.jpeg
Paragonimus spp,1.0,2250,2576,164,127,11_15.jpeg
Paragonimus spp,1.0,2275,1510,196,141,25_01.jpeg
Paragonimus spp,1.0,451,1753,452,283,19_00.jpeg
Paragonimus spp,1.0,2562,2762,138,175,27_00.jpeg
Paragonimus spp,1.0,1810,2492,432,567,13_11.jpeg
Paragonimus spp,1.0,1630,2468,102,184,09_28.jpeg
Paragonimus spp,1.0,2078,2366,365,211,26_16.jpeg
Paragonimus spp,1.0,1475,3205,100,92,01_19.jpeg
Paragonimus spp,1.0,978,1704,131,245,16_18.jpeg
Paragonimus spp,1.0,2436,1917,335,709,04_26.jpeg
Paragonimus spp,1.0,1891,2073,545,307,12_08.jpeg
Paragonimus spp,1.0,3088,922,97,85,14_01.jpeg
Paragonimus spp,1.0,579,1168,201,267,28_15.jpeg
Paragonimus spp,1.0,2565,3090,163,98,16_28.jpeg
Paragonimus spp,1.0,1495,1082,200,134,12_13.jpeg
Paragonimus spp,1.0,1576,1739,98,158,12_06.jpeg
Paragonimus spp,1.0,2606,2439,99,63,30_23.jpeg
Paragonimus spp,1.0,1783,740,144,199,07_23.jpeg
Paragonimus spp,1.0,964,1862,250,458,07_08.jpeg
Paragonimus spp,1.0,2978,1956,106,192,06_00.jpeg
Paragonimus spp,1.0,1018,1432,131,147,03_26.jpeg
Paragonimus spp,1.0,3095,1653,178,107,22_01.jpeg
Paragonimus spp,1.0,2155,873,196,351,23_24.jpeg
Paragonimus spp,1.0,2577,1189,377,222,04_07.jpeg
Paragonimus spp,1.0,2714,3004,217,144,07_22.jpeg
Paragonimus spp,1.0,2151,1505,109,105,20_09.jpeg
Paragonimus spp,1.0,963,1217,85,100,25_12.jpeg
Paragonimus spp,1.0,3325,2579,96,111,06_02.jpeg
Paragonimus spp,1.0,1412,1965,102,159,23_03.jpeg
Paragonimus spp,1.0,1360,1879,89,156,23_30.jpeg
Paragonimus spp,1.0,2694,3190,138,86,22_19.jpeg
Paragonimus spp,1.0,786,1393,126,75,26_05.jpeg
Paragonimus spp,1.0,1091,2547,157,195,20_23.jpeg
Paragonimus spp,1.0,1080,1642,116,169,02_07.jpeg
Paragonimus spp,1.0,1834,2840,194,234,05_28.jpeg
Paragonimus spp,1.0,993,1838,503,358,18_23.jpeg
Paragonimus spp,1.0,993,1762,261,156,08_21.jpeg
Paragonimus spp,1.0,2127,3144,94,160,01_26.jpeg
Paragonimus spp,1.0,1125,1325,157,91,03_14.jpeg
Paragonimus spp,1.0,2736,1728,176,184,09_17.jpeg
Paragonimus spp,1.0,3057,2286,70,117,14_22.jpeg
Paragonimus spp,1.0,2229,921,667,359,16_15.jpeg
Paragonimus spp,1.0,2727,2443,134,203,28_11.jpeg
Paragonimus spp,1.0,943,2889,146,90,18_06.jpeg
Paragonimus spp,1.0,1549,875,239,273,10_26.jpeg
Paragonimus spp,1.0,2090,2993,154,119,12_27.jpeg
Paragonimus spp,1.0,2111,3259,154,87,12_27.jpeg
Paragonimus spp,1.0,1167,1993,253,171,22_17.jpeg
