Parasite,Confidence,X,Y,W,H,Image
Ascaris lumbricoides,1.0,2308,1857,95,114,23_28.jpeg
Ascaris lumbricoides,1.0,2293,2542,117,111,31_22.jpeg
Ascaris lumbricoides,1.0,2404,2443,94,98,18_07.jpeg
Ascaris lumbricoides,1.0,2527,1720,114,105,20_06.jpeg
Ascaris lumbricoides,1.0,964,1262,365,297,18_31.jpeg
Ascaris lumbricoides,1.0,2972,2398,212,262,05_08.jpeg
Ascaris lumbricoides,1.0,3226,1264,161,155,30_12.jpeg
Ascaris lumbricoides,1.0,1976,1406,112,113,11_21.jpeg
Ascaris lumbricoides,1.0,1295,2320,103,122,04_09.jpeg
Ascaris lumbricoides,1.0,2116,2612,192,262,00_14.jpeg
Ascaris lumbricoides,1.0,2559,2390,197,208,00_14.jpeg
Ascaris lumbricoides,1.0,633,2840,179,310,18_00.jpeg
Ascaris lumbricoides,1.0,2747,811,108,99,28_14.jpeg
Ascaris lumbricoides,1.0,957,2989,240,238,05_03.jpeg
Ascaris lumbricoides,1.0,1683,1413,132,124,27_00.jpeg
Ascaris lumbricoides,1.0,840,1231,331,285,18_30.jpeg
Ascaris lumbricoides,1.0,2319,1008,140,137,28_07.jpeg
Ascaris lumbricoides,1.0,1217,817,126,109,08_19.jpeg
Ascaris lumbricoides,1.0,2352,999,165,149,01_17.jpeg
Ascaris lumbricoides,1.0,2540,3193,330,411,25_05.jpeg
Ascaris lumbricoides,1.0,1623,1614,101,87,20_16.jpeg
Ascaris lumbricoides,1.0,2333,1802,136,147,30_14.jpeg
Ascaris lumbricoides,1.0,1542,1670,273,279,17_07.jpeg
Ascaris lumbricoides,1.0,3056,2317,121,168,16_09.jpeg
Ascaris lumbricoides,1.0,2242,1751,159,153,12_27.jpeg
Ascaris lumbricoides,1.0,982,1732,77,146,13_30.jpeg
Ascaris lumbricoides,1.0,2921,2420,215,224,23_16.jpeg
Ascaris lumbricoides,1.0,2238,1151,99,138,03_14.jpeg
Ascaris lumbricoides,1.0,1863,2966,219,194,24_21.jpeg
Ascaris lumbricoides,1.0,1802,2220,232,205,20_01.jpeg
Ascaris lumbricoides,1.0,2697,1481,119,120,01_07.jpeg
Ascaris lumbricoides,1.0,3299,2271,111,78,30_30.jpeg
Ascaris lumbricoides,1.0,3135,1139,191,187,29_18.jpeg
Ascaris lumbricoides,1.0,1184,1885,121,104,08_31.jpeg
Ascaris lumbricoides,1.0,789,2111,134,137,18_03.jpeg
Ascaris lumbricoides,1.0,1499,3575,162,135,23_24.jpeg
Ascaris lumbricoides,1.0,575,1013,193,223,12_21.jpeg
Ascaris lumbricoides,1.0,2004,687,118,144,11_04.jpeg
Ascaris lumbricoides,1.0,371,897,171,149,09_17.jpeg
Ascaris lumbricoides,1.0,731,996,176,123,09_17.jpeg
Ascaris lumbricoides,1.0,2396,2049,105,87,27_26.jpeg
Ascaris lumbricoides,1.0,1088,1792,350,364,14_12.jpeg
Ascaris lumbricoides,1.0,2045,1874,123,91,10_23.jpeg
Ascaris lumbricoides,1.0,2122,3113,98,132,16_16.jpeg
Ascaris lumbricoides,1.0,1126,1472,195,220,16_24.jpeg
Ascaris lumbricoides,1.0,1350,2397,127,174,09_02.jpeg
Ascaris lumbricoides,1.0,2991,2055,120,179,07_05.jpeg
Ascaris lumbricoides,1.0,1570,2935,151,115,29_11.jpeg
Ascaris lumbricoides,1.0,2030,757,93,135,18_22.jpeg
Ascaris lumbricoides,1.0,3187,2499,157,135,14_09.jpeg
Ascaris lumbricoides,1.0,2329,2482,144,159,10_03.jpeg
Ascaris lumbricoides,1.0,2296,1252,211,170,22_24.jpeg
