Parasite,Confidence,X,Y,W,H,Image
Enterobius vermicularis,1.0,2246,1960,412,466,26_16.jpeg
Enterobius vermicularis,1.0,2875,2772,55,97,16_15.jpeg
Enterobius vermicularis,1.0,2297,625,258,144,16_11.jpeg
Enterobius vermicularis,1.0,1931,2887,44,93,12_07.jpeg
Enterobius vermicularis,1.0,1910,1387,315,229,21_29.jpeg
Enterobius vermicularis,1.0,691,1419,53,106,20_28.jpeg
Enterobius vermicularis,1.0,1405,2016,117,132,25_05.jpeg
Enterobius vermicularis,1.0,3010,1215,351,213,29_16.jpeg
Enterobius vermicularis,1.0,3491,2542,190,149,01_17.jpeg
Enterobius vermicularis,1.0,2997,2682,141,163,14_20.jpeg
Enterobius vermicularis,1.0,2302,3244,73,43,29_06.jpeg
Enterobius vermicularis,1.0,2364,3065,70,99,21_31.jpeg
Enterobius vermicularis,1.0,2966,2823,102,171,11_23.jpeg
Enterobius vermicularis,1.0,2075,1691,158,91,04_06.jpeg
Enterobius vermicularis,1.0,1974,1770,51,101,08_31.jpeg
Enterobius vermicularis,1.0,2344,1657,140,67,05_19.jpeg
Enterobius vermicularis,1.0,1200,2261,117,102,09_05.jpeg
Enterobius vermicularis,1.0,1516,2939,82,124,17_26.jpeg
Enterobius vermicularis,1.0,1215,1289,165,119,18_16.jpeg
Enterobius vermicularis,1.0,2422,1083,106,64,05_26.jpeg
Enterobius vermicularis,1.0,2476,2276,167,336,09_20.jpeg
Enterobius vermicularis,1.0,877,1507,89,131,11_30.jpeg
Enterobius vermicularis,1.0,1093,1290,98,50,12_05.jpeg
Enterobius vermicularis,1.0,1955,2371,74,107,29_20.jpeg
Enterobius vermicularis,1.0,857,1071,53,91,28_06.jpeg
Enterobius vermicularis,1.0,1161,3150,45,93,23_30.jpeg
Enterobius vermicularis,1.0,2562,1809,83,108,13_29.jpeg
Enterobius vermicularis,1.0,1383,3103,79,161,16_20.jpeg
Enterobius vermicularis,1.0,1774,2365,183,114,18_14.jpeg
Enterobius vermicularis,1.0,2652,1267,112,54,30_03.jpeg
Enterobius vermicularis,1.0,1461,916,62,116,10_05.jpeg
Enterobius vermicularis,1.0,1107,1898,111,215,10_25.jpeg
Enterobius vermicularis,1.0,1352,2901,198,140,00_19.jpeg
Enterobius vermicularis,1.0,575,2809,83,42,20_17.jpeg
Enterobius vermicularis,1.0,1154,2096,54,90,08_11.jpeg
Enterobius vermicularis,1.0,2706,2707,184,350,22_19.jpeg
Enterobius vermicularis,1.0,794,1986,57,114,21_25.jpeg
Enterobius vermicularis,1.0,1063,2690,82,145,23_20.jpeg
Enterobius vermicularis,1.0,1559,2790,47,96,00_18.jpeg
Enterobius vermicularis,1.0,1301,1279,105,175,09_02.jpeg
Enterobius vermicularis,1.0,1309,1535,111,64,06_15.jpeg
Enterobius vermicularis,1.0,1219,1725,104,161,26_12.jpeg
Enterobius vermicularis,1.0,1103,1668,50,97,06_20.jpeg
Enterobius vermicularis,1.0,1382,1976,140,70,30_00.jpeg
Enterobius vermicularis,1.0,1669,1666,86,87,01_23.jpeg
Enterobius vermicularis,1.0,1855,1622,70,50,16_19.jpeg
Enterobius vermicularis,1.0,3336,1179,63,135,01_15.jpeg
Enterobius vermicularis,1.0,1225,1942,123,88,28_23.jpeg
Enterobius vermicularis,1.0,1968,2194,86,154,03_04.jpeg
Enterobius vermicularis,1.0,1720,2893,100,63,18_22.jpeg
