Parasite,Confidence,X,Y,W,H,Image
Capillaria philippinensis,1.0,2452,2551,350,200,23_3.jpeg
Capillaria philippinensis,1.0,2990,2737,74,77,31_3.jpeg
Capillaria philippinensis,1.0,1834,2210,53,59,7_15.jpeg
Capillaria philippinensis,1.0,3218,1904,64,102,23_9.jpeg
Capillaria philippinensis,1.0,2682,2563,71,43,30_31.jpeg
Capillaria philippinensis,1.0,2832,795,150,105,15_28.jpeg
Capillaria philippinensis,1.0,2517,2851,84,83,6_12.jpeg
Capillaria philippinensis,1.0,1920,3254,111,143,18_21.jpeg
Capillaria philippinensis,1.0,1949,1789,78,53,21_4.jpeg
Capillaria philippinensis,1.0,1257,687,158,88,12_2.jpeg
Capillaria philippinensis,1.0,1081,2231,63,83,17_31.jpeg
Capillaria philippinensis,1.0,904,2442,129,235,21_20.jpeg
Capillaria philippinensis,1.0,2847,1536,64,106,21_3.jpeg
Capillaria philippinensis,1.0,1352,3371,47,67,2_10.jpeg
Capillaria philippinensis,1.0,1340,1019,42,65,9_14.jpeg
Capillaria philippinensis,1.0,2549,2403,199,99,6_6.jpeg
Capillaria philippinensis,1.0,1721,990,49,52,31_20.jpeg
Capillaria philippinensis,1.0,1721,1170,46,37,31_20.jpeg
Capillaria philippinensis,1.0,3080,2149,49,68,19_26.jpeg
Capillaria philippinensis,1.0,1287,1885,98,54,4_4.jpeg
Capillaria philippinensis,1.0,2759,3434,81,61,28_1.jpeg
Capillaria philippinensis,1.0,2523,2449,199,99,15_29.jpeg
Capillaria philippinensis,1.0,2293,1928,61,111,3_20.jpeg
Capillaria philippinensis,1.0,2704,1958,97,55,10_23.jpeg
Capillaria philippinensis,1.0,1218,2135,110,98,21_25.jpeg
Capillaria philippinensis,1.0,1509,1104,57,71,22_19.jpeg
Capillaria philippinensis,1.0,2372,2794,210,128,16_28.jpeg
Capillaria philippinensis,1.0,1155,2999,102,54,16_15.jpeg
Capillaria philippinensis,1.0,1709,2759,39,52,0_27.jpeg
Capillaria philippinensis,1.0,2413,1540,90,157,15_16.jpeg
Capillaria philippinensis,1.0,2594,1912,252,326,3_29.jpeg
Capillaria philippinensis,1.0,2042,570,59,85,4_2.jpeg
Capillaria philippinensis,1.0,917,3438,143,173,8_0.jpeg
Capillaria philippinensis,1.0,1256,2760,91,68,3_24.jpeg
Capillaria philippinensis,1.0,2812,1575,80,60,21_28.jpeg
Capillaria philippinensis,1.0,1233,2719,88,54,10_12.jpeg
Capillaria philippinensis,1.0,1600,3226,148,159,28_31.jpeg
Capillaria philippinensis,1.0,1331,3135,64,97,24_3.jpeg
Capillaria philippinensis,1.0,3501,713,114,130,22_24.jpeg
Capillaria philippinensis,1.0,935,2740,253,149,26_15.jpeg
Capillaria philippinensis,1.0,1439,1745,85,126,5_10.jpeg
Capillaria philippinensis,1.0,3475,1126,75,49,8_2.jpeg
Capillaria philippinensis,1.0,1617,2083,61,38,5_15.jpeg
Capillaria philippinensis,1.0,1282,2871,214,170,20_2.jpeg
Capillaria philippinensis,1.0,2920,1419,85,44,29_17.jpeg
Capillaria philippinensis,1.0,3126,2113,96,54,1_30.jpeg
Capillaria philippinensis,1.0,1820,2117,104,96,23_1.jpeg
Capillaria philippinensis,1.0,1535,2203,104,89,26_0.jpeg
Capillaria philippinensis,1.0,985,1345,120,89,24_27.jpeg
Capillaria philippinensis,1.0,953,1552,78,109,5_29.jpeg
Capillaria philippinensis,1.0,3204,2702,45,69,15_15.jpeg
