Parasite,Confidence,X,Y,W,H,Image
Fasciolopsis buski,1.0,931,3225,187,110,12_26.jpeg
Fasciolopsis buski,1.0,2528,1595,158,212,13_13.jpeg
Fasciolopsis buski,1.0,1874,2249,314,202,30_20.jpeg
Fasciolopsis buski,1.0,2109,978,430,248,23_20.jpeg
Fasciolopsis buski,1.0,2903,2363,356,674,26_19.jpeg
Fasciolopsis buski,1.0,2012,2564,173,292,14_27.jpeg
Fasciolopsis buski,1.0,3507,2658,203,125,25_31.jpeg
Fasciolopsis buski,1.0,1819,2166,221,171,16_6.jpeg
Fasciolopsis buski,1.0,972,2365,440,325,14_14.jpeg
Fasciolopsis buski,1.0,1182,2067,313,170,7_11.jpeg
Fasciolopsis buski,1.0,985,2488,220,302,4_16.jpeg
Fasciolopsis buski,1.0,961,1559,242,358,31_31.jpeg
Fasciolopsis buski,1.0,3232,1104,169,259,1_19.jpeg
Fasciolopsis buski,1.0,2810,3042,171,305,30_22.jpeg
Fasciolopsis buski,1.0,952,2466,167,180,27_12.jpeg
Fasciolopsis buski,1.0,2980,1528,184,261,23_10.jpeg
Fasciolopsis buski,1.0,2409,1110,291,145,16_4.jpeg
Fasciolopsis buski,1.0,2958,2323,465,329,24_16.jpeg
Fasciolopsis buski,1.0,1692,1989,263,239,30_5.jpeg
Fasciolopsis buski,1.0,1237,1133,764,577,16_18.jpeg
Fasciolopsis buski,1.0,3466,1022,243,153,21_29.jpeg
Fasciolopsis buski,1.0,2676,2161,177,100,20_5.jpeg
Fasciolopsis buski,1.0,2623,2453,1160,560,9_1.jpeg
Fasciolopsis buski,1.0,3309,1422,218,167,5_23.jpeg
Fasciolopsis buski,1.0,2941,1501,276,391,16_1.jpeg
Fasciolopsis buski,1.0,1265,2309,124,228,18_25.jpeg
Fasciolopsis buski,1.0,1385,2734,311,182,18_9.jpeg
Fasciolopsis buski,1.0,978,2284,248,370,0_11.jpeg
Fasciolopsis buski,1.0,2896,1659,337,230,15_14.jpeg
Fasciolopsis buski,1.0,1076,2434,207,225,14_5.jpeg
Fasciolopsis buski,1.0,1028,2182,197,315,10_18.jpeg
Fasciolopsis buski,1.0,2543,1807,373,210,30_26.jpeg
Fasciolopsis buski,1.0,1173,1552,625,376,6_8.jpeg
Fasciolopsis buski,1.0,1007,1396,331,359,9_7.jpeg
Fasciolopsis buski,1.0,1170,2046,587,357,19_2.jpeg
Fasciolopsis buski,1.0,2136,3430,165,222,24_6.jpeg
Fasciolopsis buski,1.0,2968,2495,806,466,6_6.jpeg
Fasciolopsis buski,1.0,1534,2600,252,188,18_10.jpeg
Fasciolopsis buski,1.0,3533,2790,118,215,16_21.jpeg
Fasciolopsis buski,1.0,984,2692,219,361,18_17.jpeg
Fasciolopsis buski,1.0,3233,2678,247,147,20_24.jpeg
Fasciolopsis buski,1.0,1259,2590,248,231,27_20.jpeg
Fasciolopsis buski,1.0,2753,1724,217,202,26_30.jpeg
Fasciolopsis buski,1.0,2257,2541,222,410,14_19.jpeg
Fasciolopsis buski,1.0,3001,1728,411,505,2_4.jpeg
Fasciolopsis buski,1.0,1497,1935,138,227,24_11.jpeg
Fasciolopsis buski,1.0,1085,3016,192,335,2_22.jpeg
Fasciolopsis buski,1.0,1212,1346,203,107,1_18.jpeg
Fasciolopsis buski,1.0,1162,3227,242,123,13_15.jpeg
Fasciolopsis buski,1.0,2955,2177,238,139,12_18.jpeg
