Parasite,Confidence,X,Y,W,H,Image
Paragonimus spp,1.0,3270,3195,206,235,6_28.jpeg
Paragonimus spp,1.0,2043,2975,146,137,23_18.jpeg
Paragonimus spp,1.0,701,2029,248,245,5_15.jpeg
Paragonimus spp,1.0,1644,2536,93,99,1_20.jpeg
Paragonimus spp,1.0,2157,1529,232,374,0_24.jpeg
Paragonimus spp,1.0,2366,1856,303,224,6_13.jpeg
Paragonimus spp,1.0,1392,1557,111,138,22_20.jpeg
Paragonimus spp,1.0,2289,2948,126,174,28_21.jpeg
Paragonimus spp,1.0,1059,2292,114,150,28_25.jpeg
Paragonimus spp,1.0,804,2088,106,156,28_25.jpeg
Paragonimus spp,1.0,1526,3071,252,344,29_19.jpeg
Paragonimus spp,1.0,1683,1863,140,98,17_18.jpeg
Paragonimus spp,1.0,1087,2258,188,220,12_27.jpeg
Paragonimus spp,1.0,2911,3295,130,95,23_29.jpeg
Paragonimus spp,1.0,708,2033,316,214,5_26.jpeg
Paragonimus spp,1.0,1504,2413,89,153,8_9.jpeg
Paragonimus spp,1.0,1472,2385,195,208,7_11.jpeg
Paragonimus spp,1.0,2898,2443,172,275,10_15.jpeg
Paragonimus spp,1.0,3143,2306,177,251,10_15.jpeg
Paragonimus spp,1.0,3009,702,342,263,29_10.jpeg
Paragonimus spp,1.0,1221,2457,201,365,19_31.jpeg
Paragonimus spp,1.0,1282,1042,75,122,29_14.jpeg
Paragonimus spp,1.0,1181,1063,532,502,30_24.jpeg
Paragonimus spp,1.0,2290,3263,63,103,13_20.jpeg
Paragonimus spp,1.0,1827,3026,317,327,31_11.jpeg
Paragonimus spp,1.0,3143,2520,131,89,20_15.jpeg
Paragonimus spp,1.0,1783,2920,138,113,21_14.jpeg
Paragonimus spp,1.0,1030,2833,170,104,21_20.jpeg
Paragonimus spp,1.0,2936,597,69,92,10_29.jpeg
Paragonimus spp,1.0,2506,1954,121,232,17_20.jpeg
Paragonimus spp,1.0,1648,1746,92,105,22_7.jpeg
Paragonimus spp,1.0,3022,1032,69,102,12_13.jpeg
Paragonimus spp,1.0,1425,1660,146,258,26_14.jpeg
Paragonimus spp,1.0,3162,2617,98,180,19_16.jpeg
Paragonimus spp,1.0,3281,3270,142,121,28_2.jpeg
Paragonimus spp,1.0,1265,2350,179,110,22_0.jpeg
Paragonimus spp,1.0,825,2656,116,128,31_29.jpeg
Paragonimus spp,1.0,1411,3601,289,198,16_15.jpeg
Paragonimus spp,1.0,1024,697,218,185,14_15.jpeg
Paragonimus spp,1.0,605,2395,85,80,19_7.jpeg
Paragonimus spp,1.0,892,2233,136,84,1_1.jpeg
Paragonimus spp,1.0,2627,1378,97,149,30_0.jpeg
Paragonimus spp,1.0,2726,2692,297,437,6_26.jpeg
Paragonimus spp,1.0,1439,2922,141,138,7_20.jpeg
Paragonimus spp,1.0,1665,3430,343,220,9_12.jpeg
Paragonimus spp,1.0,2025,3202,94,123,23_4.jpeg
Paragonimus spp,1.0,1611,2045,125,89,29_7.jpeg
Paragonimus spp,1.0,2362,920,102,117,26_21.jpeg
Paragonimus spp,1.0,2700,1524,243,136,30_5.jpeg
Paragonimus spp,1.0,1612,1867,169,98,3_2.jpeg
Paragonimus spp,1.0,2533,1383,106,118,31_0.jpeg
Paragonimus spp,1.0,857,1362,93,128,4_6.jpeg
