Parasite,Confidence,X,Y,W,H,Image
Ascaris lumbricoides,1.0,1075,1412,218,229,27_23.jpeg
Ascaris lumbricoides,1.0,1856,3043,204,236,8_11.jpeg
Ascaris lumbricoides,1.0,1052,2027,126,163,31_21.jpeg
Ascaris lumbricoides,1.0,2322,1433,89,100,19_2.jpeg
Ascaris lumbricoides,1.0,1408,2563,150,187,28_12.jpeg
Ascaris lumbricoides,1.0,1975,2813,376,334,4_20.jpeg
Ascaris lumbricoides,1.0,1430,2537,101,104,26_0.jpeg
Ascaris lumbricoides,1.0,1203,2651,101,134,26_0.jpeg
Ascaris lumbricoides,1.0,767,1968,162,157,16_0.jpeg
Ascaris lumbricoides,1.0,2659,2582,128,124,12_2.jpeg
Ascaris lumbricoides,1.0,1403,1764,76,109,12_29.jpeg
Ascaris lumbricoides,1.0,2424,2358,97,82,12_7.jpeg
Ascaris lumbricoides,1.0,2068,1390,102,95,22_29.jpeg
Ascaris lumbricoides,1.0,1632,3445,107,87,17_22.jpeg
Ascaris lumbricoides,1.0,1165,2582,355,329,20_27.jpeg
Ascaris lumbricoides,1.0,1907,1114,262,336,13_20.jpeg
Ascaris lumbricoides,1.0,2357,1382,368,346,27_10.jpeg
Ascaris lumbricoides,1.0,2231,951,372,302,19_19.jpeg
Ascaris lumbricoides,1.0,1090,1993,154,161,14_14.jpeg
Ascaris lumbricoides,1.0,1616,2509,429,329,19_29.jpeg
Ascaris lumbricoides,1.0,926,2633,127,112,3_25.jpeg
Ascaris lumbricoides,1.0,2672,1427,434,384,16_8.jpeg
Ascaris lumbricoides,1.0,1358,2921,144,138,9_3.jpeg
Ascaris lumbricoides,1.0,932,1125,108,103,6_23.jpeg
Ascaris lumbricoides,1.0,2843,2999,116,167,31_24.jpeg
Ascaris lumbricoides,1.0,962,2020,132,112,19_12.jpeg
Ascaris lumbricoides,1.0,2635,1961,270,303,22_25.jpeg
Ascaris lumbricoides,1.0,2360,3276,92,139,23_3.jpeg
Ascaris lumbricoides,1.0,1250,2964,126,109,14_9.jpeg
Ascaris lumbricoides,1.0,3129,1365,138,136,30_28.jpeg
Ascaris lumbricoides,1.0,3576,2711,78,96,10_8.jpeg
Ascaris lumbricoides,1.0,1008,2457,109,104,30_26.jpeg
Ascaris lumbricoides,1.0,1444,886,256,285,1_16.jpeg
Ascaris lumbricoides,1.0,987,1072,234,228,25_21.jpeg
Ascaris lumbricoides,1.0,2073,1842,396,426,19_22.jpeg
Ascaris lumbricoides,1.0,1693,959,121,88,16_19.jpeg
Ascaris lumbricoides,1.0,1304,1733,319,266,19_15.jpeg
Ascaris lumbricoides,1.0,2191,1956,316,277,19_15.jpeg
Ascaris lumbricoides,1.0,2761,2812,179,182,31_11.jpeg
Ascaris lumbricoides,1.0,3221,1513,346,396,31_8.jpeg
Ascaris lumbricoides,1.0,2714,2316,129,107,4_18.jpeg
Ascaris lumbricoides,1.0,1600,1860,74,98,13_19.jpeg
Ascaris lumbricoides,1.0,2563,2090,151,184,30_16.jpeg
Ascaris lumbricoides,1.0,2386,1239,246,244,29_15.jpeg
Ascaris lumbricoides,1.0,1396,2637,420,436,12_14.jpeg
Ascaris lumbricoides,1.0,1123,3094,131,126,12_10.jpeg
Ascaris lumbricoides,1.0,1696,3250,356,305,3_4.jpeg
Ascaris lumbricoides,1.0,1956,861,412,314,19_21.jpeg
Ascaris lumbricoides,1.0,1807,1518,130,115,25_22.jpeg
Ascaris lumbricoides,1.0,2277,2056,118,97,28_8.jpeg
Ascaris lumbricoides,1.0,2081,2670,151,182,21_15.jpeg
Ascaris lumbricoides,1.0,1964,1003,113,96,11_14.jpeg
