Parasite,Confidence,X,Y,W,H,Image
Opisthorchis viverrine,1.0,1545,1596,30,52,30_21.jpeg
Opisthorchis viverrine,1.0,3319,2816,112,70,26_15.jpeg
Opisthorchis viverrine,1.0,3163,2837,31,58,13_28.jpeg
Opisthorchis viverrine,1.0,1819,2883,76,40,2_1.jpeg
Opisthorchis viverrine,1.0,899,1865,36,48,10_15.jpeg
Opisthorchis viverrine,1.0,2989,2988,157,82,9_15.jpeg
Opisthorchis viverrine,1.0,2822,1351,48,59,31_2.jpeg
Opisthorchis viverrine,1.0,3014,2259,80,111,31_28.jpeg
Opisthorchis viverrine,1.0,3163,1278,42,42,6_4.jpeg
Opisthorchis viverrine,1.0,2216,1899,123,169,18_28.jpeg
Opisthorchis viverrine,1.0,1338,3654,57,42,8_27.jpeg
Opisthorchis viverrine,1.0,1217,2190,151,116,20_2.jpeg
Opisthorchis viverrine,1.0,1149,2291,57,56,16_0.jpeg
Opisthorchis viverrine,1.0,1776,2895,60,70,25_12.jpeg
Opisthorchis viverrine,1.0,1045,2113,162,77,31_6.jpeg
Opisthorchis viverrine,1.0,1859,2289,38,22,8_25.jpeg
Opisthorchis viverrine,1.0,1409,1649,76,46,12_17.jpeg
Opisthorchis viverrine,1.0,633,2369,117,68,26_23.jpeg
Opisthorchis viverrine,1.0,1367,1531,154,188,3_10.jpeg
Opisthorchis viverrine,1.0,1522,2192,191,128,20_1.jpeg
Opisthorchis viverrine,1.0,1458,893,46,59,26_1.jpeg
Opisthorchis viverrine,1.0,1204,2754,43,40,26_31.jpeg
Opisthorchis viverrine,1.0,2856,3300,27,32,23_1.jpeg
Opisthorchis viverrine,1.0,3076,2773,151,73,6_22.jpeg
Opisthorchis viverrine,1.0,1902,2143,30,36,16_22.jpeg
Opisthorchis viverrine,1.0,2209,2563,42,62,2_2.jpeg
Opisthorchis viverrine,1.0,838,1860,64,123,2_19.jpeg
Opisthorchis viverrine,1.0,1366,1907,137,131,7_12.jpeg
Opisthorchis viverrine,1.0,1419,2450,83,117,3_6.jpeg
Opisthorchis viverrine,1.0,3560,2408,20,39,20_11.jpeg
Opisthorchis viverrine,1.0,486,1873,100,56,24_25.jpeg
Opisthorchis viverrine,1.0,2083,2426,25,37,15_29.jpeg
Opisthorchis viverrine,1.0,693,2691,59,118,2_0.jpeg
Opisthorchis viverrine,1.0,1278,2410,34,28,9_11.jpeg
Opisthorchis viverrine,1.0,2569,1438,73,160,5_19.jpeg
Opisthorchis viverrine,1.0,2763,2056,51,78,5_14.jpeg
Opisthorchis viverrine,1.0,1377,1781,39,25,1_2.jpeg
Opisthorchis viverrine,1.0,3017,2071,25,49,18_24.jpeg
Opisthorchis viverrine,1.0,2768,2170,73,114,15_15.jpeg
Opisthorchis viverrine,1.0,2150,2494,91,48,12_18.jpeg
Opisthorchis viverrine,1.0,910,2186,54,28,22_23.jpeg
Opisthorchis viverrine,1.0,2540,1004,85,50,13_17.jpeg
Opisthorchis viverrine,1.0,1777,3084,63,34,17_7.jpeg
Opisthorchis viverrine,1.0,2344,3257,25,43,28_18.jpeg
Opisthorchis viverrine,1.0,808,1869,26,48,21_14.jpeg
Opisthorchis viverrine,1.0,1329,1577,97,52,16_26.jpeg
Opisthorchis viverrine,1.0,1472,3244,56,35,27_1.jpeg
Opisthorchis viverrine,1.0,1650,1081,37,46,3_8.jpeg
Opisthorchis viverrine,1.0,1013,2345,81,46,21_10.jpeg
Opisthorchis viverrine,1.0,1552,2373,94,135,29_4.jpeg
