Parasite,Confidence,X,Y,W,H,Image
Paragonimus spp,1.0,1188,1095,105,149,31_2.jpeg
Paragonimus spp,1.0,1928,1843,191,117,4_18.jpeg
Paragonimus spp,1.0,866,2925,104,116,13_29.jpeg
Paragonimus spp,1.0,2456,3524,189,140,3_16.jpeg
Paragonimus spp,1.0,3057,826,178,255,19_5.jpeg
Paragonimus spp,1.0,3529,1119,252,148,19_5.jpeg
Paragonimus spp,1.0,1168,1749,122,156,25_1.jpeg
Paragonimus spp,1.0,2386,2508,117,153,23_17.jpeg
Paragonimus spp,1.0,1944,2048,376,358,0_14.jpeg
Paragonimus spp,1.0,1997,1294,173,101,27_22.jpeg
Paragonimus spp,1.0,857,2499,97,135,31_11.jpeg
Paragonimus spp,1.0,622,3497,130,119,20_23.jpeg
Paragonimus spp,1.0,1565,1764,126,71,29_14.jpeg
Paragonimus spp,1.0,3471,1693,201,142,5_20.jpeg
Paragonimus spp,1.0,1174,812,513,291,26_29.jpeg
Paragonimus spp,1.0,2370,1234,138,168,24_18.jpeg
Paragonimus spp,1.0,1786,861,89,65,14_15.jpeg
Paragonimus spp,1.0,2506,1919,198,206,1_14.jpeg
Paragonimus spp,1.0,2112,3158,194,222,24_22.jpeg
Paragonimus spp,1.0,1078,983,366,235,15_20.jpeg
Paragonimus spp,1.0,2753,2212,262,441,29_21.jpeg
Paragonimus spp,1.0,1326,1490,109,153,2_6.jpeg
Paragonimus spp,1.0,3288,1599,110,56,3_24.jpeg
Paragonimus spp,1.0,2900,3181,229,185,15_18.jpeg
Paragonimus spp,1.0,1738,563,74,81,11_20.jpeg
Paragonimus spp,1.0,2973,2519,157,102,25_25.jpeg
Paragonimus spp,1.0,2707,2980,144,100,30_18.jpeg
Paragonimus spp,1.0,1270,2883,499,303,3_18.jpeg
Paragonimus spp,1.0,3029,2373,240,211,19_31.jpeg
Paragonimus spp,1.0,1992,1505,80,169,16_9.jpeg
Paragonimus spp,1.0,1335,905,135,259,26_24.jpeg
Paragonimus spp,1.0,2339,2711,101,130,24_9.jpeg
Paragonimus spp,1.0,3197,1295,136,233,20_14.jpeg
Paragonimus spp,1.0,2602,2187,121,202,19_7.jpeg
Paragonimus spp,1.0,1033,1223,105,121,16_8.jpeg
Paragonimus spp,1.0,1534,2028,143,168,9_13.jpeg
Paragonimus spp,1.0,2618,2439,221,147,0_9.jpeg
Paragonimus spp,1.0,3462,2298,136,83,12_28.jpeg
Paragonimus spp,1.0,2904,931,178,111,2_31.jpeg
Paragonimus spp,1.0,2968,1835,95,81,9_15.jpeg
Paragonimus spp,1.0,2922,2698,210,208,3_7.jpeg
Paragonimus spp,1.0,2663,2036,94,114,28_8.jpeg
Paragonimus spp,1.0,2500,3283,105,86,21_7.jpeg
Paragonimus spp,1.0,2589,3250,137,91,21_7.jpeg
Paragonimus spp,1.0,3477,799,427,293,12_29.jpeg
Paragonimus spp,1.0,2271,1462,105,150,17_17.jpeg
Paragonimus spp,1.0,2548,1630,153,87,17_17.jpeg
Paragonimus spp,1.0,1279,2720,214,204,24_27.jpeg
Paragonimus spp,1.0,1060,1022,92,118,4_2.jpeg
Paragonimus spp,1.0,1001,1416,373,427,1_2.jpeg
Paragonimus spp,1.0,3043,1483,99,71,1_3.jpeg
Paragonimus spp,1.0,2084,1248,176,330,25_18.jpeg
Paragonimus spp,1.0,598,1621,94,140,19_24.jpeg
