Parasite,Confidence,X,Y,W,H,Image
Ascaris lumbricoides,1.0,3021,1745,154,118,5_11.jpeg
Ascaris lumbricoides,1.0,874,1076,265,225,24_20.jpeg
Ascaris lumbricoides,1.0,3011,1467,147,152,19_23.jpeg
Ascaris lumbricoides,1.0,2902,2578,176,177,8_21.jpeg
Ascaris lumbricoides,1.0,2718,1215,153,137,16_25.jpeg
Ascaris lumbricoides,1.0,2094,1631,335,277,5_25.jpeg
Ascaris lumbricoides,1.0,3340,2736,95,69,29_27.jpeg
Ascaris lumbricoides,1.0,2587,2274,394,330,29_20.jpeg
Ascaris lumbricoides,1.0,1864,819,91,74,28_29.jpeg
Ascaris lumbricoides,1.0,2850,1876,182,213,20_25.jpeg
Ascaris lumbricoides,1.0,1208,2425,132,150,10_28.jpeg
Ascaris lumbricoides,1.0,1795,2453,96,92,4_13.jpeg
Ascaris lumbricoides,1.0,2572,2797,252,213,16_3.jpeg
Ascaris lumbricoides,1.0,3030,490,124,100,28_27.jpeg
Ascaris lumbricoides,1.0,1705,3188,86,84,19_12.jpeg
Ascaris lumbricoides,1.0,1584,1579,106,137,26_31.jpeg
Ascaris lumbricoides,1.0,1374,1487,143,193,20_13.jpeg
Ascaris lumbricoides,1.0,653,2226,230,271,13_15.jpeg
Ascaris lumbricoides,1.0,2430,1967,186,201,21_28.jpeg
Ascaris lumbricoides,1.0,2916,1797,256,284,16_2.jpeg
Ascaris lumbricoides,1.0,2699,2302,175,144,14_3.jpeg
Ascaris lumbricoides,1.0,2922,3256,123,99,18_23.jpeg
Ascaris lumbricoides,1.0,1771,2876,102,128,17_4.jpeg
Ascaris lumbricoides,1.0,455,889,316,331,14_26.jpeg
Ascaris lumbricoides,1.0,2598,1285,178,238,12_3.jpeg
Ascaris lumbricoides,1.0,3238,3258,116,131,0_1.jpeg
Ascaris lumbricoides,1.0,2786,2945,135,169,5_28.jpeg
Ascaris lumbricoides,1.0,1900,3088,105,116,1_2.jpeg
Ascaris lumbricoides,1.0,2425,1983,140,127,7_27.jpeg
Ascaris lumbricoides,1.0,2655,1781,284,358,25_19.jpeg
Ascaris lumbricoides,1.0,1636,2681,420,361,28_18.jpeg
Ascaris lumbricoides,1.0,3119,2261,161,137,23_16.jpeg
Ascaris lumbricoides,1.0,2670,2155,168,138,23_16.jpeg
Ascaris lumbricoides,1.0,2367,1588,491,440,6_31.jpeg
Ascaris lumbricoides,1.0,2240,2173,428,338,17_18.jpeg
Ascaris lumbricoides,1.0,2338,1936,202,143,3_15.jpeg
Ascaris lumbricoides,1.0,610,1431,235,213,30_28.jpeg
Ascaris lumbricoides,1.0,1291,1248,144,149,29_5.jpeg
Ascaris lumbricoides,1.0,1334,2742,242,214,26_9.jpeg
Ascaris lumbricoides,1.0,935,2055,187,193,12_21.jpeg
Ascaris lumbricoides,1.0,2252,1625,222,160,13_25.jpeg
Ascaris lumbricoides,1.0,1246,2379,149,202,11_21.jpeg
Ascaris lumbricoides,1.0,3186,3474,127,152,6_21.jpeg
Ascaris lumbricoides,1.0,1039,3182,155,211,3_13.jpeg
Ascaris lumbricoides,1.0,1424,1907,243,268,11_4.jpeg
Ascaris lumbricoides,1.0,1828,2738,286,262,5_18.jpeg
Ascaris lumbricoides,1.0,3408,3229,125,113,9_6.jpeg
Ascaris lumbricoides,1.0,1854,843,123,121,6_12.jpeg
Ascaris lumbricoides,1.0,977,1582,362,357,27_24.jpeg
Ascaris lumbricoides,1.0,3022,1106,97,87,15_19.jpeg
Ascaris lumbricoides,1.0,566,2978,221,157,21_14.jpeg
