Parasite,Confidence,X,Y,W,H,Image
Taenia spp,1.0,1575,3062,116,115,14_8.jpeg
Taenia spp,1.0,3211,2632,140,137,21_2.jpeg
Taenia spp,1.0,3237,2520,82,74,26_25.jpeg
Taenia spp,1.0,1519,2249,119,104,17_12.jpeg
Taenia spp,1.0,3044,1992,79,73,25_29.jpeg
Taenia spp,1.0,2140,2532,82,79,22_28.jpeg
Taenia spp,1.0,1762,2170,210,206,23_24.jpeg
Taenia spp,1.0,1541,3206,100,88,8_3.jpeg
Taenia spp,1.0,1171,2213,110,101,20_26.jpeg
Taenia spp,1.0,1683,710,53,58,4_16.jpeg
Taenia spp,1.0,1718,1758,198,177,17_15.jpeg
Taenia spp,1.0,2375,1736,122,108,9_20.jpeg
Taenia spp,1.0,1431,1930,51,58,8_16.jpeg
Taenia spp,1.0,1574,1460,95,81,9_29.jpeg
Taenia spp,1.0,1215,2480,199,199,18_25.jpeg
Taenia spp,1.0,2962,2632,54,46,18_7.jpeg
Taenia spp,1.0,1149,1198,150,169,6_27.jpeg
Taenia spp,1.0,1361,1093,92,90,2_10.jpeg
Taenia spp,1.0,2211,1993,223,249,15_8.jpeg
Taenia spp,1.0,3490,1849,201,176,11_10.jpeg
Taenia spp,1.0,2501,2516,127,142,6_22.jpeg
Taenia spp,1.0,3133,3084,131,137,6_22.jpeg
Taenia spp,1.0,3002,2391,111,117,12_3.jpeg
Taenia spp,1.0,2771,1800,125,112,10_11.jpeg
Taenia spp,1.0,2152,3524,73,81,0_5.jpeg
Taenia spp,1.0,3078,3112,56,59,20_16.jpeg
Taenia spp,1.0,822,1612,293,354,28_17.jpeg
Taenia spp,1.0,2788,2436,114,103,9_5.jpeg
Taenia spp,1.0,1950,850,90,92,12_27.jpeg
Taenia spp,1.0,3326,1690,86,92,5_16.jpeg
Taenia spp,1.0,1671,3210,101,92,16_15.jpeg
Taenia spp,1.0,1095,1040,64,62,18_23.jpeg
Taenia spp,1.0,823,1767,63,58,24_9.jpeg
Taenia spp,1.0,2732,2853,76,84,19_30.jpeg
Taenia spp,1.0,2318,1757,81,81,20_11.jpeg
Taenia spp,1.0,2617,1779,47,47,6_4.jpeg
Taenia spp,1.0,2466,3512,120,129,20_5.jpeg
Taenia spp,1.0,2585,2343,51,55,18_16.jpeg
Taenia spp,1.0,1581,1845,190,175,6_8.jpeg
Taenia spp,1.0,2615,3313,56,56,27_3.jpeg
Taenia spp,1.0,2866,3145,94,95,22_3.jpeg
Taenia spp,1.0,2329,1427,62,71,24_6.jpeg
Taenia spp,1.0,2663,1397,62,72,31_0.jpeg
Taenia spp,1.0,2737,3349,87,92,31_17.jpeg
Taenia spp,1.0,560,1076,44,51,7_29.jpeg
Taenia spp,1.0,489,956,46,45,7_29.jpeg
Taenia spp,1.0,2442,1380,84,74,4_17.jpeg
Taenia spp,1.0,1405,3337,76,83,27_24.jpeg
Taenia spp,1.0,2400,1396,75,84,8_29.jpeg
Taenia spp,1.0,1432,2434,114,103,19_27.jpeg
Taenia spp,1.0,1038,3362,70,63,27_23.jpeg
Taenia spp,1.0,2922,1313,85,75,9_22.jpeg
