Parasite,Confidence,X,Y,W,H,Image
Enterobius vermicularis,1.0,2968,2434,177,351,14_30.jpeg
Enterobius vermicularis,1.0,3044,1924,235,192,6_26.jpeg
Enterobius vermicularis,1.0,3159,2202,94,66,10_8.jpeg
Enterobius vermicularis,1.0,834,2759,60,126,0_1.jpeg
Enterobius vermicularis,1.0,2231,1480,293,244,12_15.jpeg
Enterobius vermicularis,1.0,2244,1912,342,162,4_19.jpeg
Enterobius vermicularis,1.0,1302,780,91,180,30_15.jpeg
Enterobius vermicularis,1.0,3095,729,136,65,24_26.jpeg
Enterobius vermicularis,1.0,693,3276,241,135,15_5.jpeg
Enterobius vermicularis,1.0,2199,1409,135,235,10_17.jpeg
Enterobius vermicularis,1.0,1601,1014,102,74,4_14.jpeg
Enterobius vermicularis,1.0,2449,2766,144,103,1_3.jpeg
Enterobius vermicularis,1.0,1061,1397,74,141,3_15.jpeg
Enterobius vermicularis,1.0,1099,2627,121,82,28_30.jpeg
Enterobius vermicularis,1.0,1992,2843,75,60,4_11.jpeg
Enterobius vermicularis,1.0,2347,1423,297,278,16_3.jpeg
Enterobius vermicularis,1.0,1144,2284,95,57,22_18.jpeg
Enterobius vermicularis,1.0,2570,1326,177,98,21_4.jpeg
Enterobius vermicularis,1.0,1675,895,95,68,29_8.jpeg
Enterobius vermicularis,1.0,2485,2340,127,59,10_14.jpeg
Enterobius vermicularis,1.0,1983,3502,101,48,2_3.jpeg
Enterobius vermicularis,1.0,3276,1069,491,236,26_4.jpeg
Enterobius vermicularis,1.0,1199,1075,74,147,28_7.jpeg
Enterobius vermicularis,1.0,2645,904,169,124,19_2.jpeg
Enterobius vermicularis,1.0,2295,2322,137,229,26_9.jpeg
Enterobius vermicularis,1.0,2596,2415,277,250,13_9.jpeg
Enterobius vermicularis,1.0,2017,1032,310,197,0_26.jpeg
Enterobius vermicularis,1.0,3356,957,81,132,17_14.jpeg
Enterobius vermicularis,1.0,2619,1116,90,152,20_14.jpeg
Enterobius vermicularis,1.0,1861,1479,60,122,30_1.jpeg
Enterobius vermicularis,1.0,1727,2940,113,71,23_26.jpeg
Enterobius vermicularis,1.0,1866,2104,131,64,19_14.jpeg
Enterobius vermicularis,1.0,3462,1687,89,50,19_5.jpeg
Enterobius vermicularis,1.0,1495,3136,128,59,10_4.jpeg
Enterobius vermicularis,1.0,2696,1853,244,119,4_9.jpeg
Enterobius vermicularis,1.0,3397,2892,119,250,6_27.jpeg
Enterobius vermicularis,1.0,855,3096,146,96,31_27.jpeg
Enterobius vermicularis,1.0,1079,2325,99,66,24_13.jpeg
Enterobius vermicularis,1.0,3059,528,130,82,9_2.jpeg
Enterobius vermicularis,1.0,1762,2003,78,136,4_10.jpeg
Enterobius vermicularis,1.0,3265,3304,195,167,28_13.jpeg
Enterobius vermicularis,1.0,2375,1543,215,144,16_24.jpeg
Enterobius vermicularis,1.0,2167,1048,92,69,23_24.jpeg
Enterobius vermicularis,1.0,2393,725,58,101,23_24.jpeg
Enterobius vermicularis,1.0,1668,2612,203,122,8_22.jpeg
Enterobius vermicularis,1.0,2924,2745,96,156,17_3.jpeg
Enterobius vermicularis,1.0,1439,3266,63,88,11_23.jpeg
Enterobius vermicularis,1.0,2064,1806,69,56,0_12.jpeg
Enterobius vermicularis,1.0,1506,1191,381,213,9_11.jpeg
Enterobius vermicularis,1.0,2275,2960,215,143,0_29.jpeg
