Parasite,Confidence,X,Y,W,H,Image
Hymenolepis diminuta,1.0,2984,1013,196,197,17_23.jpeg
Hymenolepis diminuta,1.0,2753,1208,197,199,29_19.jpeg
Hymenolepis diminuta,1.0,2376,1954,188,172,15_2.jpeg
Hymenolepis diminuta,1.0,2238,2438,403,413,21_0.jpeg
Hymenolepis diminuta,1.0,3329,1281,93,95,17_3.jpeg
Hymenolepis diminuta,1.0,1860,3170,284,284,8_10.jpeg
Hymenolepis diminuta,1.0,999,2146,123,114,21_12.jpeg
Hymenolepis diminuta,1.0,1271,2889,132,130,16_12.jpeg
Hymenolepis diminuta,1.0,3020,1020,115,111,17_6.jpeg
Hymenolepis diminuta,1.0,3001,1072,283,288,6_31.jpeg
Hymenolepis diminuta,1.0,2139,2765,94,90,31_18.jpeg
Hymenolepis diminuta,1.0,3102,1113,419,399,29_8.jpeg
Hymenolepis diminuta,1.0,1826,2134,124,126,12_26.jpeg
Hymenolepis diminuta,1.0,1873,2073,248,247,29_26.jpeg
Hymenolepis diminuta,1.0,1403,1668,170,193,23_1.jpeg
Hymenolepis diminuta,1.0,2902,2035,122,123,7_1.jpeg
Hymenolepis diminuta,1.0,3015,1276,173,174,23_16.jpeg
Hymenolepis diminuta,1.0,2665,2387,315,320,30_20.jpeg
Hymenolepis diminuta,1.0,2668,3003,147,141,27_14.jpeg
Hymenolepis diminuta,1.0,1201,1931,424,416,11_2.jpeg
Hymenolepis diminuta,1.0,2666,1820,206,214,16_15.jpeg
Hymenolepis diminuta,1.0,1362,3397,188,180,28_10.jpeg
Hymenolepis diminuta,1.0,1963,3147,136,136,23_15.jpeg
Hymenolepis diminuta,1.0,1312,2839,165,158,11_29.jpeg
Hymenolepis diminuta,1.0,2784,2601,143,141,17_24.jpeg
Hymenolepis diminuta,1.0,1222,2595,158,157,11_0.jpeg
Hymenolepis diminuta,1.0,2410,1398,290,288,13_16.jpeg
Hymenolepis diminuta,1.0,1538,3020,157,148,24_27.jpeg
Hymenolepis diminuta,1.0,1222,1575,209,208,0_0.jpeg
Hymenolepis diminuta,1.0,2685,1493,479,541,11_27.jpeg
Hymenolepis diminuta,1.0,2175,2487,288,273,18_0.jpeg
Hymenolepis diminuta,1.0,2866,2500,117,117,21_23.jpeg
Hymenolepis diminuta,1.0,2381,2857,149,148,19_21.jpeg
Hymenolepis diminuta,1.0,1942,1063,113,103,9_4.jpeg
Hymenolepis diminuta,1.0,2395,2958,285,277,0_4.jpeg
Hymenolepis diminuta,1.0,1718,2891,127,123,27_20.jpeg
Hymenolepis diminuta,1.0,1012,1744,404,387,22_4.jpeg
Hymenolepis diminuta,1.0,2563,2140,450,466,24_1.jpeg
Hymenolepis diminuta,1.0,2747,2274,158,158,9_11.jpeg
Hymenolepis diminuta,1.0,2545,2746,122,118,20_17.jpeg
Hymenolepis diminuta,1.0,2788,2519,433,433,10_5.jpeg
Hymenolepis diminuta,1.0,3016,2781,317,304,7_31.jpeg
Hymenolepis diminuta,1.0,1697,2596,205,199,23_22.jpeg
Hymenolepis diminuta,1.0,2199,1065,125,124,9_25.jpeg
Hymenolepis diminuta,1.0,1758,2571,107,104,3_2.jpeg
Hymenolepis diminuta,1.0,2363,1855,163,168,14_17.jpeg
Hymenolepis diminuta,1.0,2573,2329,152,157,25_18.jpeg
Hymenolepis diminuta,1.0,2402,2977,161,169,16_28.jpeg
Hymenolepis diminuta,1.0,2001,1947,311,316,17_14.jpeg
Hymenolepis diminuta,1.0,2606,3088,188,188,25_21.jpeg
