Parasite,Confidence,X,Y,W,H,Image
Trichuris trichiura,1.0,3198,1330,111,72,15_23.jpeg
Trichuris trichiura,1.0,1929,2647,114,113,3_7.jpeg
Trichuris trichiura,1.0,2115,2254,99,118,18_25.jpeg
Trichuris trichiura,1.0,2429,2202,111,124,15_2.jpeg
Trichuris trichiura,1.0,1841,1857,62,106,2_28.jpeg
Trichuris trichiura,1.0,1477,2746,258,331,30_22.jpeg
Trichuris trichiura,1.0,1120,1643,126,67,8_9.jpeg
Trichuris trichiura,1.0,1384,2074,37,72,3_27.jpeg
Trichuris trichiura,1.0,1645,2774,237,204,17_10.jpeg
Trichuris trichiura,1.0,2817,2090,216,411,3_11.jpeg
Trichuris trichiura,1.0,1447,2855,111,56,13_12.jpeg
Trichuris trichiura,1.0,758,1552,144,71,15_11.jpeg
Trichuris trichiura,1.0,2283,2181,121,77,26_9.jpeg
Trichuris trichiura,1.0,2205,1779,147,221,23_15.jpeg
Trichuris trichiura,1.0,2549,3310,189,202,22_17.jpeg
Trichuris trichiura,1.0,2466,578,151,224,26_30.jpeg
Trichuris trichiura,1.0,1596,693,174,226,29_19.jpeg
Trichuris trichiura,1.0,1367,3265,79,97,28_29.jpeg
Trichuris trichiura,1.0,2923,3039,362,173,29_22.jpeg
Trichuris trichiura,1.0,3527,2140,76,39,25_7.jpeg
Trichuris trichiura,1.0,3547,1183,152,188,6_29.jpeg
Trichuris trichiura,1.0,2334,1166,103,104,1_23.jpeg
Trichuris trichiura,1.0,1109,1486,116,112,1_11.jpeg
Trichuris trichiura,1.0,3157,1847,64,44,23_6.jpeg
Trichuris trichiura,1.0,2975,2705,180,328,6_7.jpeg
Trichuris trichiura,1.0,2210,1789,88,70,29_26.jpeg
Trichuris trichiura,1.0,1679,806,64,135,24_3.jpeg
Trichuris trichiura,1.0,2652,1349,369,208,29_1.jpeg
Trichuris trichiura,1.0,2459,2572,127,143,17_23.jpeg
Trichuris trichiura,1.0,1880,942,67,129,6_21.jpeg
Trichuris trichiura,1.0,3079,1913,245,236,3_25.jpeg
Trichuris trichiura,1.0,2283,1204,43,86,5_19.jpeg
Trichuris trichiura,1.0,1512,1888,245,121,31_11.jpeg
Trichuris trichiura,1.0,2290,3317,176,102,8_30.jpeg
Trichuris trichiura,1.0,2811,1891,82,72,15_9.jpeg
Trichuris trichiura,1.0,776,3233,118,192,2_17.jpeg
Trichuris trichiura,1.0,1600,938,169,143,1_7.jpeg
Trichuris trichiura,1.0,1532,1984,84,89,23_27.jpeg
Trichuris trichiura,1.0,1023,2432,118,61,12_5.jpeg
Trichuris trichiura,1.0,1984,2809,121,86,10_6.jpeg
Trichuris trichiura,1.0,3100,3267,63,107,6_31.jpeg
Trichuris trichiura,1.0,692,915,222,137,25_16.jpeg
Trichuris trichiura,1.0,1763,710,100,86,4_11.jpeg
Trichuris trichiura,1.0,3445,1210,91,182,27_8.jpeg
Trichuris trichiura,1.0,1099,951,71,43,31_31.jpeg
Trichuris trichiura,1.0,3384,1402,127,97,21_0.jpeg
Trichuris trichiura,1.0,2094,2284,181,146,23_26.jpeg
Trichuris trichiura,1.0,1883,1611,59,90,14_11.jpeg
Trichuris trichiura,1.0,2043,2412,50,58,20_18.jpeg
Trichuris trichiura,1.0,2073,1602,77,99,23_19.jpeg
